timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
1198442;24;38.0;69.5;239.28;77.7;0.68
1200972;17;31.2;66.5;240.97;77.7;0.71
1203204;20;38.3;68.5;239.02;77.8;20.87
1205358;17;37.33;66.8;240.2;77.7;0.38
1207492;17;36.3;70.4;240.21;77.7;12.93
1209687;19;32.85;66.6;240.8;77.7;6.22
1212088;17;32.62;70.1;240.99;77.6;0.18
1214308;15;35.55;71.7;241.99;77.7;6.9
1216544;17;36.55;73.3;242.01;77.7;23.07
1218702;20;32.98;69.3;244.26;77.6;0.87
1220881;18;37.5;68.9;245.41;77.7;18.91
1223038;20;38.05;70.9;249.79;77.8;11.57
1225370;20;29.52;72.4;255.29;78.1;14.93
1227714;19;36.67;73.9;260.65;78.4;3.74
1230079;18;33.77;72.9;266.42;77.8;0.27
1232181;20;34.8;69.6;271.74;78.1;18.24
1234395;21;35.75;73.4;277.18;78.1;0.89
1236973;18;33.48;65.2;282.55;78.2;16.4
1239246;20;34.83;72.2;288.21;78.3;23.43
1241287;18;31.1;68.2;293.0;78.3;8.36
1243535;18;33.4;69.0;298.57;78.3;1.08
1245607;22;37.23;69.4;303.72;78.4;2.97
1248215;17;34.73;66.6;257.79;77.6;9.25
1250428;19;32.23;70.1;259.59;77.7;16.55
1252622;17;33.05;66.7;259.67;77.6;5.29
1254885;17;33.45;70.4;259.74;77.6;9.02
1256995;17;32.6;70.5;260.2;77.7;0.84
1259123;17;32.35;66.6;258.87;77.7;1.37
1261210;19;33.4;69.9;260.74;77.7;18.11
1263306;17;35.25;71.2;260.96;77.7;0.83
1265386;12;31.57;63.9;261.87;77.7;0.32
1267581;21;36.42;67.1;263.04;77.9;20.26
1269772;17;32.45;67.9;263.36;77.8;0.95
1271959;15;41.95;72.0;249.45;77.7;0.96
1274237;18;37.6;72.7;249.57;77.9;1.82
1277217;19;27.23;62.8;249.95;77.8;0.54
1279276;20;38.83;75.3;249.97;77.8;5.73
1281937;17;32.65;68.0;250.86;77.8;0.78
1284155;19;36.1;72.7;250.9;77.7;19.74
1286319;18;39.92;73.9;235.33;77.6;4.77
1288484;13;33.7;67.1;233.65;77.6;0.32
1290719;17;36.35;69.3;235.5;77.7;1.38
1292884;17;30.4;65.2;234.06;77.6;0.86
1295154;19;36.9;70.9;235.35;77.6;30.99
1297378;17;30.27;66.7;235.54;77.6;0.83
1299777;18;42.38;72.0;233.71;77.6;15.8
1301973;18;36.17;70.5;234.44;77.6;0.29
1304394;17;28.73;63.2;234.61;77.7;1.01
1306647;19;39.15;70.6;232.87;77.7;19.12
1308893;17;34.25;69.2;235.45;77.7;0.81
1310906;14;35.67;71.3;235.48;77.7;7.85
1313015;20;32.77;68.5;235.48;77.7;0.33
1315133;13;36.23;66.1;233.62;77.7;0.7
1317296;20;35.33;65.7;233.84;77.8;9.33
1319377;14;29.9;64.4;233.99;77.7;0.58
1321375;13;37.3;72.8;234.11;77.8;0.31
1323547;23;35.8;69.4;234.11;77.9;3.04
1326050;19;33.27;66.4;234.77;77.8;0.67
1328196;18;36.95;68.8;234.01;77.8;6.92
1330391;17;36.25;70.7;241.0;77.8;0.68
1332464;18;37.02;70.5;236.62;77.8;11.5
1334561;20;36.38;69.4;236.88;77.9;11.2
1336718;17;32.98;67.3;238.54;77.7;2.3
1339016;16;36.9;72.7;238.65;77.8;0.2
1341131;16;37.5;70.5;239.27;77.9;4.24
1343026;13;31.62;64.2;239.27;77.7;0.57
1345201;19;34.35;66.6;239.8;77.8;29.57
1347361;19;30.45;69.4;241.0;77.7;0.56
1349576;19;36.8;72.9;242.41;77.7;9.76
1351742;20;34.17;68.8;246.49;77.8;12.28
1354156;15;35.08;71.0;241.77;77.1;9.08
1356366;16;35.73;71.4;241.92;77.3;20.17
1358562;15;31.43;66.2;242.14;77.2;0.87
1360698;17;35.77;70.1;243.08;77.2;0.4
1362973;18;34.83;70.7;243.47;77.4;1.53
1365308;18;32.83;64.0;243.28;77.4;0.55
1367253;18;35.9;68.1;243.69;77.4;17.65
1369422;17;35.8;77.8;239.38;76.3;10.83
1371559;18;34.48;74.4;238.56;73.9;2.83
1373726;18;37.98;71.9;240.11;73.9;1.77
1376076;16;34.83;67.5;241.31;74.0;0.87
1378259;17;33.92;65.5;241.34;74.2;14.52
1380520;18;34.33;70.5;241.34;74.2;0.66
1382783;18;31.77;68.7;241.34;74.2;0.41
1385008;20;34.42;69.4;242.22;74.4;24.26
1387138;18;33.27;68.7;243.27;74.4;5.41
1389390;20;36.8;70.4;239.15;74.4;0.46
1391621;22;38.12;69.7;239.83;74.6;3.28
1393805;16;34.45;66.2;240.25;74.6;0.57
1395877;17;37.12;67.4;240.61;74.7;25.46
1398069;17;31.2;68.7;240.98;74.8;7.24
1400291;18;34.67;71.7;241.4;74.8;0.32
1402478;18;37.15;71.0;243.21;75.0;2.2
1404936;17;36.45;70.8;244.28;74.9;4.98
1407142;17;34.05;67.9;246.51;75.1;16.4
1409415;20;33.05;68.7;252.08;75.3;11.99
1411595;18;33.62;67.3;258.19;75.5;5.91
1413791;16;37.05;69.7;263.7;75.7;0.47
1416017;15;34.15;71.0;268.45;75.8;0.68
1418110;18;37.15;71.0;247.5;75.7;14.54
1420281;17;35.98;70.5;249.45;75.9;0.54
1422587;19;35.8;70.6;247.69;75.9;11.0
1424642;18;36.65;66.5;249.22;76.2;9.46
1426827;17;34.65;69.1;250.46;76.2;4.58
1428936;18;35.92;70.2;250.49;76.3;0.66
1431062;20;35.65;69.3;250.54;76.4;0.74
1433153;19;32.65;67.3;251.28;76.5;0.34
1435393;20;34.42;71.1;252.59;76.6;25.99
1437724;18;32.67;64.9;253.94;76.4;5.21
1439949;18;35.38;70.2;255.0;76.4;0.76
1442120;18;32.73;68.3;260.29;76.5;1.48
1444208;17;32.83;67.4;264.72;76.5;0.74
1446305;18;32.65;63.5;269.75;76.6;20.18
1448400;18;34.35;68.7;274.36;76.5;0.8
1450651;18;33.85;70.6;279.82;76.7;8.22
1452938;17;33.9;69.9;284.77;76.6;0.95
1455247;16;33.62;71.5;289.6;76.8;5.32
1457475;19;35.85;72.1;294.8;76.8;26.06
1459679;19;29.77;67.4;299.79;76.7;0.72
1461854;17;33.83;69.7;305.09;76.9;4.54
1464132;19;34.75;68.6;310.22;76.8;0.58
1466177;18;33.4;67.2;314.83;76.9;11.42
1468304;18;35.65;66.3;320.64;77.0;7.13
1470360;18;33.02;68.3;325.89;77.1;1.14
1472607;17;36.62;70.1;330.5;77.1;0.91
1474811;19;31.55;65.5;335.79;77.1;30.08
1477138;18;31.05;64.2;340.72;77.1;9.47
1479348;19;34.17;69.0;346.01;77.2;0.35
1481604;18;35.6;69.3;351.38;77.4;5.21
1483778;17;31.48;66.0;356.15;77.3;0.56
1485914;21;37.02;71.0;323.2;76.9;29.65
1488075;15;35.33;67.5;277.42;76.4;9.53
1490319;18;36.8;68.0;277.66;76.5;0.53
1492492;19;35.42;69.9;279.61;76.6;0.75
1494580;17;35.15;67.3;279.97;76.6;0.27
1496754;18;38.3;70.2;280.14;76.7;7.99
1498872;18;34.0;70.2;280.86;76.7;4.58
1501261;19;32.67;69.3;281.56;76.7;0.29
1503371;20;35.0;67.1;282.78;76.9;16.58
1505556;16;37.5;68.7;243.25;76.4;4.98
1507762;16;34.05;67.2;241.55;76.4;5.57
1509897;19;34.12;65.4;243.28;76.6;4.57
1511977;17;32.33;64.8;243.35;76.5;4.87
1514116;19;38.33;67.5;244.23;76.7;20.88
1516421;18;35.7;68.8;245.04;76.7;4.04
1518596;16;35.98;66.8;245.26;76.8;0.74
1520762;20;36.7;69.6;246.15;76.9;0.59
1523011;17;32.8;69.2;247.24;76.9;0.45
1525222;19;39.55;70.7;242.61;76.8;20.54
1527335;16;34.92;69.5;243.73;76.8;0.34
1529509;16;37.23;73.9;243.98;76.9;11.24
1531695;19;35.38;70.2;244.07;76.8;2.11
1534153;18;30.25;69.4;244.08;76.9;0.52
1536285;17;32.9;66.1;243.22;77.0;9.76
1538536;17;34.48;70.9;244.15;76.9;2.54
1540495;16;32.2;66.2;245.1;77.0;0.93
1542719;17;36.08;69.4;246.16;77.1;18.1
1544841;19;34.55;70.6;251.25;77.1;7.06
1546962;18;33.45;69.4;256.7;77.2;6.62
1549181;16;35.2;69.9;262.43;77.2;1.76
1551546;17;35.1;67.2;248.12;77.1;0.29
1553865;19;33.9;69.3;248.85;77.2;0.54
1556301;19;34.3;68.5;248.99;77.2;10.83
1558473;20;38.95;73.1;250.41;77.3;21.61
1560634;18;32.38;65.8;250.54;77.2;10.67
1562689;18;29.95;66.1;250.59;77.2;15.69
1564925;16;34.27;69.9;251.39;77.2;4.21
1567029;15;37.6;69.8;252.48;77.4;16.28
1569208;19;33.2;67.4;253.58;77.3;2.06
1571466;19;35.08;70.1;255.13;77.4;2.64
1573867;17;36.52;72.0;257.8;77.4;15.77
1576186;19;32.1;69.7;263.33;77.4;0.27
1578352;18;37.25;70.1;270.38;77.4;4.73
1580620;18;35.85;69.4;251.38;77.4;22.84
1582911;20;35.02;68.0;251.62;77.3;0.27
1585252;15;36.4;68.2;251.65;77.4;17.13
1587519;19;30.68;64.4;251.54;77.4;0.94
1589732;18;35.58;73.5;251.69;77.4;10.49
1591747;19;37.6;69.9;251.43;77.4;20.48
1594003;16;32.98;65.4;252.18;77.4;0.55
1596181;17;32.85;69.1;252.85;77.4;9.94
1598441;20;36.45;69.7;254.75;77.5;1.76
1600744;16;33.27;70.0;255.47;77.4;0.29
1602934;15;35.17;69.5;256.45;77.5;19.27
1605069;21;30.68;66.8;259.47;77.5;0.33
1607176;16;34.08;69.2;263.87;77.6;12.08
1609272;21;37.33;67.9;269.07;77.7;2.57
1611408;15;31.98;66.3;273.87;77.7;2.37
1613554;17;34.4;69.3;279.05;77.9;8.45
1615822;19;33.45;70.3;284.28;77.8;0.53
1617807;17;31.88;67.0;288.19;77.9;1.13
1619958;18;34.77;71.0;293.39;77.9;20.27
1622230;18;31.55;69.8;299.02;77.9;9.29
1624533;18;31.3;68.4;303.68;78.0;1.01
1626723;17;34.05;68.8;308.62;78.1;2.09
1629235;19;31.88;66.5;314.01;78.1;0.29
1631455;17;36.08;65.7;268.0;77.6;10.78
1633580;16;33.45;68.9;266.9;77.5;0.26
1635754;18;35.08;69.8;266.96;77.7;0.55
1638153;17;33.92;68.4;267.43;77.7;7.46
1640610;19;32.8;66.6;268.31;77.7;0.26
1642606;19;34.38;64.9;268.31;77.8;21.75
1644758;17;34.05;69.0;268.64;77.7;9.41
1647011;18;32.98;64.1;269.41;77.7;0.57
1649241;20;37.77;68.5;270.34;77.9;3.32
1651732;19;30.02;62.4;271.63;77.8;7.0
1653833;20;34.42;67.4;272.79;77.7;15.97
1656066;16;34.15;69.4;273.94;77.8;9.92
1658335;17;30.3;65.9;274.94;77.8;11.4
1660531;18;33.75;69.1;275.78;77.9;7.24
1662888;18;30.62;64.1;276.71;77.8;4.16
1665223;17;32.05;71.0;279.06;77.8;19.28
1667417;17;31.93;67.2;284.09;77.9;0.29
1669629;19;40.5;72.8;268.07;77.7;8.4
1671801;19;35.25;71.1;268.91;77.7;0.6
1673939;14;34.0;66.5;269.68;77.8;10.42
1676195;19;37.95;68.0;269.72;77.8;18.76
1678338;13;30.27;70.4;269.75;77.8;6.4
1680649;15;37.67;69.0;269.77;77.8;7.11
1682880;23;36.35;73.0;270.5;77.8;0.94
1685395;17;34.33;65.8;269.86;77.8;0.27
1687549;20;35.58;70.2;270.96;77.8;19.33
1689855;17;29.57;61.0;272.33;77.7;5.26
1692001;18;34.3;70.6;273.68;77.7;0.56
1694264;19;36.38;69.5;274.92;77.8;4.93
1696700;17;33.98;66.8;276.14;77.8;1.19
1698883;17;36.08;72.7;278.3;77.9;15.62
1701082;13;35.17;70.3;279.3;77.8;7.31
1703454;13;37.67;74.5;280.82;77.8;10.88
1705609;17;35.7;71.5;282.93;77.9;3.2
1707747;20;33.2;66.4;287.71;78.0;7.31
1710059;21;34.27;67.3;293.19;78.0;17.91
1712240;17;36.98;69.3;265.54;77.7;17.35
1714274;17;33.27;65.6;265.58;77.8;7.21
1716521;17;36.62;69.5;266.68;77.9;0.51
1718620;18;38.8;70.7;267.68;78.0;11.08
1720825;17;36.35;73.0;267.75;77.9;10.76
1722957;18;32.85;67.3;268.57;78.0;0.7
1725151;19;36.25;73.1;269.37;78.0;1.83
1727258;17;35.35;70.4;270.5;78.2;21.17
1729401;16;32.12;67.2;272.59;78.1;12.06
1731579;16;34.9;69.3;273.37;78.1;0.5
1733884;16;37.15;71.3;274.39;78.2;0.86
1736208;18;34.73;68.2;275.69;78.2;1.05
1738348;19;36.5;70.6;276.76;78.2;16.26
1740636;17;30.65;67.3;277.45;78.2;0.84
1742840;17;34.92;69.0;278.87;78.3;7.45
1745091;19;35.08;71.2;283.25;78.3;4.16
1747198;18;28.9;63.8;287.92;78.3;1.08
1749516;17;34.27;73.9;291.94;78.4;17.01
1751736;14;31.18;69.2;296.47;78.2;0.5
1754057;19;37.4;69.7;302.14;78.4;14.51
1756324;18;34.83;70.9;305.86;78.4;0.3
1758304;14;34.62;67.1;310.76;78.4;0.56
1760494;20;33.58;69.1;315.98;78.4;20.55
1762951;18;32.17;66.0;321.3;78.4;0.86
1765215;16;34.48;68.8;325.69;78.5;0.91
1767503;15;37.85;73.7;331.3;78.6;0.95
1769689;16;36.95;69.1;335.8;78.6;0.59
1771984;17;34.88;70.1;341.3;78.6;24.01
1774256;18;32.7;67.8;346.48;78.6;5.39
1776411;19;34.6;66.1;351.67;78.6;5.65
1778625;17;32.98;70.1;357.04;78.7;2.26
1780742;17;33.27;67.6;284.02;77.8;0.56
1782930;19;35.35;69.7;284.21;77.8;23.73
1785172;17;32.35;66.5;284.8;77.8;8.02
1787415;16;30.9;66.7;285.07;77.8;0.28
1789666;18;36.27;70.3;286.29;78.0;0.44
1791741;16;37.23;74.0;286.6;77.9;9.33
1794006;13;35.0;73.3;286.94;77.9;25.42
1796259;17;32.48;69.9;288.25;77.8;4.41
1798436;19;31.82;64.8;289.69;78.0;0.28
1800490;17;35.42;71.2;291.47;78.1;2.95
1802916;18;33.08;67.7;292.7;78.1;2.92
1805133;18;36.62;69.8;293.52;78.1;9.49
1807313;16;32.9;66.6;258.85;77.7;10.17
1809481;18;33.65;66.1;259.97;77.7;6.09
1811687;18;37.4;72.1;260.98;77.8;8.45
1813740;15;33.15;70.4;261.06;77.8;0.62
1816007;16;35.85;70.8;261.14;77.8;9.09
1818119;18;33.35;68.5;261.96;77.9;5.05
1820174;17;35.5;67.0;232.49;77.4;0.54
1822384;18;36.8;69.2;232.6;77.6;22.14
1824533;18;33.05;65.1;233.52;77.4;5.01
1826874;19;34.17;70.8;234.7;77.5;4.99
1829091;20;34.67;72.8;234.85;77.6;4.0
1831608;19;30.45;65.1;234.86;77.6;0.99
1833747;20;37.4;72.5;233.26;77.7;9.93
1836172;15;33.55;72.5;233.96;77.6;6.74
1838324;15;35.5;66.6;235.66;77.7;12.28
1840571;20;36.1;71.6;236.04;77.7;0.6
1843026;18;31.38;64.9;236.47;77.8;4.3
1845423;19;36.42;70.5;236.5;77.7;9.85
1847520;16;31.48;67.3;236.56;77.6;1.84
1849746;17;36.08;70.5;238.05;77.6;0.86
1851830;18;40.05;72.3;236.52;77.8;5.09
1854302;17;34.58;67.4;236.61;77.7;0.28
1856477;18;38.5;68.9;235.17;77.7;2.31
1858781;19;31.3;64.9;236.07;77.7;10.76
1860994;19;36.8;69.8;237.24;77.8;3.43
1863338;20;34.83;70.1;237.48;77.7;6.63
1865777;19;36.38;74.3;237.24;77.7;6.56
1868075;19;35.7;67.1;235.13;77.7;7.11
1870484;18;33.45;64.7;237.49;77.7;0.54
1872797;18;38.5;69.4;237.6;77.7;5.17
1875072;18;34.6;66.5;237.63;77.7;0.85
1877664;18;31.32;69.1;238.44;77.7;11.11
1879887;19;28.52;64.3;238.47;77.7;4.85
1882014;19;35.48;68.2;238.72;77.7;10.04
1884222;17;39.0;70.1;236.51;77.7;18.81
1886394;17;28.05;61.1;236.52;77.6;6.24
1888786;12;13.47;54.7;236.52;77.7;0.0
