timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
403715;19;30.02;66.4;270.16;60.5;1.77
405886;20;36.15;78.7;271.57;60.9;29.04
407895;19;31.8;83.5;272.43;61.2;2.3
410117;18;33.45;68.0;273.53;61.3;6.14
412174;18;36.65;72.5;273.31;61.4;13.38
414302;17;29.0;68.1;275.25;61.5;4.67
416563;13;34.02;68.9;276.82;61.6;1.24
418751;14;34.65;71.0;277.85;61.7;1.59
420881;18;33.92;71.9;279.07;61.8;5.49
423008;19;34.75;71.2;281.64;61.8;2.41
425030;17;33.73;64.9;286.33;61.9;1.41
427015;18;34.83;70.1;292.43;62.1;13.03
429230;15;38.05;74.6;263.37;61.8;1.13
431605;18;33.73;66.5;264.17;61.8;0.81
433758;20;35.12;73.6;266.43;61.9;21.08
435899;16;31.57;64.2;266.53;62.0;0.66
437982;17;38.52;72.9;266.53;62.1;10.94
440004;19;36.62;70.6;267.5;62.2;1.42
442393;14;32.85;67.1;268.48;62.2;1.04
444521;15;34.5;70.2;269.36;62.4;8.73
446781;25;34.2;71.5;270.44;62.4;0.89
449390;19;30.52;66.1;271.47;62.5;16.97
451434;22;35.5;71.9;272.47;62.5;10.15
453683;15;36.98;72.5;273.33;62.6;1.27
455924;17;36.55;68.1;274.59;62.7;1.39
458121;19;33.52;69.6;275.62;62.8;7.06
460204;19;36.1;67.9;276.71;62.8;10.24
462457;21;34.2;70.9;278.77;62.9;16.74
464670;18;34.33;68.3;283.64;63.1;8.81
466787;19;33.45;83.1;289.13;63.6;0.77
468692;20;33.4;80.9;294.15;58.9;2.83
471313;18;32.02;71.7;299.58;59.0;10.92
473289;20;33.67;65.1;304.75;59.1;21.51
475454;19;34.05;70.1;311.01;59.3;1.07
477671;18;36.45;71.7;316.39;59.5;0.61
479665;19;38.67;69.3;321.46;59.7;4.65
482010;18;34.5;69.8;326.65;59.8;1.4
484264;20;36.1;69.4;331.91;60.0;18.87
486466;19;35.1;69.9;336.81;60.2;0.87
488648;19;36.8;67.5;342.22;60.4;4.58
490792;20;35.95;70.6;347.57;60.6;2.33
492834;19;34.15;68.6;352.28;60.7;1.36
495070;19;37.95;70.8;357.95;61.0;20.8
497330;18;33.5;69.2;362.42;61.1;6.16
499317;16;33.2;70.0;367.11;61.3;0.77
501612;17;33.23;65.9;372.51;61.5;20.72
503843;17;26.57;66.4;376.63;61.5;5.26
506054;15;38.02;70.2;294.2;60.6;1.32
508101;21;37.42;71.1;293.49;60.8;0.62
510085;13;36.2;72.3;295.19;60.8;1.47
512097;16;33.6;71.3;295.27;61.1;17.26
514113;18;31.2;71.3;295.33;61.2;0.88
516263;17;30.98;71.1;295.39;61.2;1.09
518363;20;36.58;71.3;295.49;61.4;16.84
520642;17;32.88;65.6;294.64;61.5;5.44
522804;19;35.25;72.1;296.2;61.6;13.36
525042;18;37.6;70.4;246.37;61.2;0.64
527082;19;33.85;67.6;247.11;61.2;11.44
529311;19;33.9;72.2;247.75;61.3;17.4
531497;15;33.05;63.8;247.84;61.3;1.9
533731;21;36.2;71.8;247.26;61.5;6.5
535823;19;39.17;72.2;248.55;61.6;0.98
537968;17;34.3;71.7;250.05;61.7;1.04
540093;20;38.77;76.0;251.33;61.8;17.88
542303;14;33.1;70.2;252.33;61.9;6.88
544575;18;35.7;70.3;253.66;62.0;0.81
546781;18;34.92;70.2;259.23;62.2;0.91
548914;18;34.85;67.7;264.14;62.2;1.43
551148;22;34.1;69.0;270.18;62.6;5.61
553590;19;31.07;64.1;275.96;62.7;0.52
555853;17;36.55;70.8;282.15;63.0;0.92
557985;21;37.67;70.8;287.87;63.3;24.1
560704;17;28.73;67.7;293.56;63.2;0.91
563035;20;37.08;72.9;299.21;63.2;25.85
565238;18;30.85;66.5;304.4;63.3;11.62
567422;17;33.38;66.9;310.31;63.5;0.86
569532;17;33.52;67.4;315.65;63.7;4.51
571508;18;34.45;70.4;320.6;63.6;0.51
573776;19;39.33;72.3;265.95;63.2;18.27
575762;18;31.1;66.5;266.19;63.2;1.05
577941;16;35.0;69.9;266.96;63.4;2.2
579893;19;36.08;70.0;267.44;63.6;20.44
582163;16;29.98;69.8;266.76;63.6;1.3
584100;17;35.9;70.7;267.88;63.8;13.6
586254;19;35.95;70.9;269.05;63.9;2.63
588392;16;30.48;66.7;270.26;64.0;10.08
590510;19;37.88;71.2;272.03;64.1;7.32
592669;17;34.6;68.2;273.04;64.2;1.03
594887;19;36.62;70.9;274.63;64.4;25.22
597107;20;32.05;63.8;275.97;64.4;0.9
599287;17;36.42;70.8;277.24;64.4;12.93
601579;20;39.73;77.4;256.73;64.3;10.04
603684;17;30.93;66.6;256.91;64.2;6.98
605865;18;34.65;72.7;257.95;64.3;1.24
608079;17;36.7;69.1;258.72;64.5;21.7
610193;20;31.98;67.7;259.85;64.5;1.34
612295;18;38.05;72.6;259.92;64.6;0.36
614621;19;33.55;65.6;260.56;64.7;4.13
616870;22;32.65;71.4;261.35;64.8;0.68
619032;19;34.6;72.0;263.06;64.9;31.1
621144;14;27.77;69.4;263.84;65.0;1.59
623371;17;35.85;73.8;265.23;65.2;0.9
625663;21;36.58;71.8;266.14;65.3;3.66
627962;18;34.35;67.2;267.53;65.3;3.81
630189;16;34.85;71.0;272.67;65.4;0.85
632851;19;31.0;66.4;278.57;65.6;0.64
635065;21;35.62;70.6;284.04;65.7;0.76
637203;20;31.02;67.4;289.2;65.8;6.93
639626;21;31.93;68.8;294.64;66.0;0.78
641818;20;37.23;73.5;300.54;66.2;19.45
644098;17;32.02;65.9;306.11;66.3;0.87
646275;20;37.4;73.1;312.0;66.4;4.39
648874;20;33.42;68.1;317.77;66.5;9.33
651188;17;34.45;70.8;270.72;66.0;5.08
653357;17;37.08;72.4;273.94;66.2;15.36
655392;17;32.1;69.5;273.99;66.3;10.42
657592;16;36.7;72.4;274.58;66.4;0.67
659659;17;36.38;68.6;274.63;66.6;4.16
661563;20;32.58;69.4;274.71;66.7;0.4
663716;19;36.23;72.5;275.08;66.8;24.08
665856;17;35.77;71.8;275.21;66.8;9.77
668138;19;36.98;71.3;275.49;66.7;6.8
670343;20;35.65;73.1;276.0;66.8;4.23
672468;14;32.9;70.4;277.08;66.9;0.36
674601;23;30.12;71.4;278.15;67.0;22.03
676825;17;31.32;67.8;278.88;67.0;7.24
679032;18;42.38;74.9;258.47;66.9;1.06
681469;19;35.25;63.9;258.88;67.0;1.0
683743;17;36.65;71.5;258.43;67.0;12.72
685955;19;37.42;73.6;258.73;67.2;10.36
688248;17;30.77;63.7;259.19;67.2;0.6
690376;18;37.12;72.2;259.63;67.3;5.85
692585;17;37.85;73.5;259.82;67.5;2.26
694891;18;30.45;63.1;260.46;67.6;7.98
697060;20;36.15;71.1;261.55;67.7;9.81
699198;18;28.65;65.9;262.44;67.8;5.69
701450;18;35.6;73.0;262.33;67.9;18.0
703726;14;36.48;67.8;249.08;67.9;0.53
705915;20;39.27;72.4;250.31;67.9;1.19
708222;18;37.42;72.0;250.57;68.1;16.47
710322;17;37.23;69.1;251.85;68.1;4.33
712510;18;38.38;75.7;251.92;68.0;0.89
714645;20;35.6;71.3;252.18;68.2;22.37
716834;18;30.7;64.8;252.65;68.2;7.4
719141;17;37.08;71.3;253.23;68.3;23.11
721300;19;27.18;65.9;254.83;68.4;11.04
723385;18;33.02;67.2;255.68;68.6;5.54
725745;20;32.95;72.2;258.34;68.7;19.15
727921;19;31.65;71.1;263.4;68.7;0.62
730068;18;35.7;69.2;269.29;69.1;6.89
732200;19;36.4;73.1;274.67;69.2;1.18
734318;18;36.95;71.1;278.93;69.2;0.56
736681;18;38.08;70.8;254.52;69.1;14.69
738858;18;34.73;70.3;255.06;69.2;1.23
741020;19;35.6;69.0;256.47;69.3;10.3
743335;17;35.48;73.5;256.49;69.4;1.09
745371;17;32.9;68.2;256.63;69.5;10.79
747579;19;37.23;74.6;259.64;69.6;9.36
749836;16;32.4;72.8;259.83;69.6;1.0
752016;15;33.27;67.5;260.83;69.8;5.44
754223;24;37.33;71.3;244.7;69.6;7.55
756343;20;34.62;70.3;244.92;69.6;1.16
758423;19;35.73;68.2;245.12;69.9;0.86
760610;17;32.15;70.3;245.31;69.9;0.89
762848;15;31.25;71.6;243.94;69.9;11.48
764989;18;37.95;73.9;246.42;70.0;19.86
767105;20;31.12;65.3;247.41;70.1;1.16
769135;18;36.9;70.8;249.25;70.2;2.14
771399;17;38.12;71.4;242.06;70.2;2.99
773656;17;33.15;64.6;242.46;70.2;9.86
775760;22;33.15;68.2;242.81;70.4;22.17
777848;18;32.65;67.8;244.23;70.3;1.1
780127;20;34.65;69.3;245.33;70.5;9.67
782261;19;33.58;75.2;245.43;69.9;20.94
784310;13;31.88;64.8;246.51;70.0;4.47
786480;21;34.17;67.4;247.23;70.1;11.43
788579;19;37.88;74.1;245.32;70.2;12.84
791076;17;31.88;66.5;245.71;70.2;0.63
793176;19;35.08;69.2;245.76;70.4;0.9
795269;19;35.08;68.0;245.76;70.5;17.63
797454;15;36.62;72.4;245.76;70.5;0.98
799775;18;33.73;71.3;245.85;70.6;16.53
802106;20;33.23;71.6;245.89;70.7;0.73
804462;19;35.25;69.0;246.55;70.8;0.79
806662;20;34.4;67.8;250.34;71.1;0.86
809256;19;35.08;68.2;255.3;71.1;0.92
811524;20;36.73;71.5;248.25;71.2;9.74
813792;17;32.92;71.2;248.43;71.2;1.02
816058;18;37.75;71.4;249.21;71.4;5.17
818698;20;35.23;70.9;249.29;71.4;1.74
820953;22;37.85;72.0;249.45;71.4;0.62
823136;19;35.17;67.7;249.49;71.7;25.61
825342;17;29.8;64.5;249.55;71.7;0.83
827552;19;33.45;70.2;250.14;71.9;1.32
829813;21;35.77;70.7;251.6;72.1;5.8
832540;16;32.3;66.8;244.95;72.1;5.54
834752;18;33.52;69.2;245.16;72.2;0.71
837225;19;34.12;70.2;246.28;72.2;0.43
839457;19;38.45;71.6;246.26;72.3;12.85
841533;17;31.07;69.7;246.27;72.3;0.72
843875;20;36.33;70.0;247.57;72.3;8.99
845980;20;37.6;70.4;247.75;72.4;6.16
848566;19;34.52;70.9;248.59;72.4;5.45
850723;18;37.6;71.9;251.37;72.4;23.17
853022;17;32.83;69.4;253.65;72.5;7.3
855264;16;34.77;72.6;246.8;72.5;0.54
857367;19;32.77;67.6;247.94;72.6;1.1
859566;19;37.6;72.1;248.5;72.7;0.86
861781;20;34.92;72.4;249.08;72.9;22.02
863985;19;34.4;68.3;249.71;72.9;8.79
866220;18;33.02;67.7;250.53;73.0;0.48
868312;18;36.2;72.9;250.55;73.0;1.19
870666;18;33.12;67.1;251.36;73.0;1.0
873025;19;36.27;69.2;253.03;73.2;19.7
875170;19;32.3;71.1;253.75;73.1;1.13
877515;18;35.83;70.7;258.85;73.3;1.16
879555;20;35.88;73.4;264.12;73.5;4.85
881867;17;32.27;67.7;269.84;73.5;0.97
883924;20;35.88;66.4;276.06;73.8;21.85
886191;17;32.4;67.2;281.15;74.0;10.43
888455;19;31.55;69.3;287.14;74.0;7.88
890400;22;38.4;69.7;292.56;74.2;1.18
892519;17;34.25;69.7;298.35;74.4;21.95
894757;17;33.85;66.6;260.66;73.9;8.6
896804;17;33.4;64.9;261.04;73.9;0.73
899085;19;32.2;66.4;262.28;74.0;12.96
901355;17;34.15;68.0;262.75;74.0;9.54
903496;15;34.3;69.1;264.45;74.1;13.96
905905;12;33.45;69.1;264.69;74.1;8.77
908144;15;36.52;73.5;264.94;74.1;0.75
910263;23;35.65;66.4;266.12;74.3;0.99
912268;17;34.17;67.0;266.86;74.4;0.57
914499;18;38.65;71.7;268.19;74.5;23.39
916812;19;32.6;66.3;251.67;74.2;0.93
919020;16;38.23;69.7;252.16;74.4;0.3
921283;22;36.8;73.3;254.08;74.5;0.58
923494;19;32.75;64.4;254.62;74.6;0.56
925581;20;38.15;71.1;255.05;74.7;23.35
927733;18;32.25;70.6;255.83;74.8;0.67
929941;15;35.1;71.8;255.84;74.9;0.33
932148;22;39.1;72.8;238.88;74.9;1.14
934700;16;33.75;69.4;240.44;74.9;10.93
936779;18;32.7;70.2;241.16;75.0;18.01
938958;16;29.45;66.5;241.75;75.0;6.07
941203;16;37.77;74.7;241.79;75.1;8.91
943453;20;37.5;71.7;241.84;75.2;7.93
945923;19;32.12;67.7;242.01;75.2;0.9
948090;18;37.4;69.4;242.01;75.3;28.09
950327;19;34.62;68.9;245.93;75.4;2.21
952461;18;34.67;71.8;251.13;75.5;16.45
954704;17;32.52;67.3;255.72;75.5;5.9
957067;19;37.0;69.4;262.02;75.7;4.74
959380;22;37.15;70.6;267.3;75.9;9.16
961648;16;35.0;68.9;272.22;75.9;8.84
963886;14;35.12;72.0;251.96;75.7;4.7
966079;15;37.5;72.3;252.59;75.8;0.93
968189;20;36.85;70.5;252.8;75.9;0.55
970282;19;35.27;69.3;253.23;75.9;21.8
972502;17;31.32;66.8;253.26;75.9;0.57
974556;19;36.55;70.5;253.28;76.1;5.23
976696;19;37.6;73.3;253.33;76.2;4.82
978937;13;33.38;68.0;254.18;76.3;15.31
980959;20;34.23;65.6;254.98;76.4;11.84
983160;17;32.88;66.8;255.58;76.5;10.35
985400;18;36.62;68.9;246.78;76.4;5.45
987667;19;36.02;74.0;248.63;76.5;0.75
989935;19;36.2;69.4;248.8;76.7;2.75
992081;19;36.88;72.4;248.93;76.8;0.74
994306;20;34.42;70.0;249.75;76.9;20.51
996620;18;30.07;64.3;249.77;76.9;5.48
998826;19;34.4;69.1;249.92;77.0;13.19
1001121;22;37.25;72.1;251.17;77.0;4.25
1003609;17;32.7;69.6;252.17;77.1;10.95
1005817;18;30.8;70.0;253.43;77.2;15.58
1008022;17;32.98;69.2;259.25;77.3;14.34
1010112;17;35.15;69.8;249.47;77.2;0.67
1012228;20;32.52;68.0;251.17;77.4;0.61
1014643;17;29.05;65.3;251.33;77.4;0.31
1016895;18;34.33;70.1;251.45;77.5;10.5
1019315;14;31.8;71.6;251.56;77.5;0.66
1021614;18;35.3;71.6;251.99;77.6;16.15
1023855;18;35.5;70.9;253.32;77.7;0.63
1025801;18;35.17;70.0;254.2;77.7;18.21
1028025;16;32.92;70.6;255.33;77.7;17.58
1030260;16;35.65;69.9;256.75;77.8;7.1
1032478;22;36.27;70.5;259.82;77.9;0.51
1034594;16;36.27;72.4;264.84;77.9;2.17
1036998;17;33.77;70.6;271.07;77.9;1.06
1039105;20;36.67;71.9;276.92;78.1;9.34
1041353;19;32.65;64.2;282.82;78.0;9.17
1043543;18;37.33;70.9;253.35;77.7;1.06
1045960;20;34.83;68.6;254.66;77.7;4.36
1048342;18;35.2;70.0;255.49;77.8;5.42
1050492;20;36.05;69.8;254.96;77.9;27.29
1052794;17;29.07;66.6;255.2;78.0;0.22
1055028;14;36.9;71.2;255.69;78.0;1.06
1057118;19;33.02;65.0;255.71;78.1;7.05
1059477;20;33.12;67.2;256.12;78.0;0.32
1061690;20;38.83;70.0;257.2;78.1;7.8
1063932;19;32.48;71.5;258.08;78.0;1.17
1066273;20;34.35;71.0;259.59;78.0;10.79
1068415;19;37.23;71.1;263.46;78.1;0.55
1070522;19;36.67;74.0;255.72;77.9;0.25
1072747;18;30.62;69.8;256.14;77.9;27.03
1074875;16;33.83;68.9;257.32;77.9;1.31
1077140;17;36.9;69.5;258.12;77.8;0.65
1079342;19;33.52;66.7;258.32;77.9;18.2
1081440;17;32.08;68.8;258.36;77.8;0.27
1083457;17;34.62;72.4;258.43;78.0;10.49
1085713;19;33.15;69.8;258.43;77.7;0.62
1087743;20;34.23;66.9;259.08;77.8;11.41
1089718;19;38.48;70.3;260.6;77.8;10.85
1091988;15;33.23;71.5;261.47;77.8;4.62
1094251;19;36.98;68.9;262.22;77.8;9.83
1096389;18;38.67;73.2;251.12;77.7;13.35
1098495;15;34.27;70.8;252.27;77.7;4.44
1100812;17;34.62;70.7;252.56;77.7;5.46
1102872;19;34.1;67.8;252.67;77.7;6.62
1104995;19;30.7;69.5;252.69;77.6;1.04
1107080;21;35.15;68.7;252.69;77.7;20.68
1109389;17;31.75;66.1;252.83;77.6;8.53
1111662;19;34.6;70.7;254.12;77.7;23.8
1113883;18;33.8;68.5;255.18;77.7;0.74
1116069;19;32.67;67.2;256.02;77.8;13.79
1118288;21;39.08;72.8;258.32;77.8;19.68
1120507;16;34.5;67.6;251.79;77.7;3.13
1122746;18;34.62;68.2;252.21;77.8;12.18
1124820;19;34.4;69.1;252.41;77.8;3.7
1126913;18;35.08;69.6;253.62;77.7;0.71
1128939;17;34.67;69.6;253.38;77.8;31.87
1131125;15;31.07;65.6;253.6;77.8;5.11
1133152;16;37.5;70.2;253.61;77.7;0.59
1135185;18;34.98;73.6;254.13;77.9;19.03
1137282;15;26.12;62.9;254.82;77.6;0.61
1139443;17;37.6;71.5;247.22;77.7;9.76
1141610;22;37.15;72.7;247.73;77.7;1.14
1143620;18;33.9;67.5;247.91;77.7;4.75
1145884;19;33.8;68.3;249.52;77.8;17.51
1148154;17;31.55;67.3;249.52;77.7;0.29
1150393;17;37.4;69.9;234.21;77.5;9.64
1152530;19;35.77;72.7;235.34;77.6;2.49
1154565;17;31.9;62.0;235.56;77.7;1.34
1156697;19;38.15;70.3;233.83;77.8;15.75
1158807;19;36.48;69.6;234.67;77.9;3.96
1160791;16;34.65;67.5;235.88;77.7;1.39
1162970;15;32.55;66.1;236.68;77.8;7.67
1165218;17;34.38;70.3;235.65;77.7;0.9
1167367;18;30.62;67.6;234.59;77.7;0.56
1169485;20;35.38;68.9;236.79;77.7;5.57
1171873;18;35.45;69.3;237.86;77.6;1.14
1173996;20;34.55;68.1;238.06;77.6;3.11
1176152;17;37.5;75.8;238.06;77.6;6.15
1178594;13;35.1;66.5;238.28;77.5;4.77
1180701;21;35.92;72.3;238.66;77.6;24.46
1183012;19;33.45;69.2;242.55;77.5;11.08
1185163;18;38.77;67.7;240.23;77.6;0.31
1187333;18;36.88;70.7;240.44;77.6;0.61
1189964;20;34.38;68.9;240.61;77.6;13.86
1192168;21;36.35;67.0;241.13;77.6;1.42
1194314;13;35.75;71.8;242.47;77.5;9.73
1196428;16;35.85;68.7;242.7;77.6;1.06
