timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
0;0;0.0;0.0;180.45;43.7;3.14
1406;0;0.0;13.2;180.45;43.7;0.51
2823;3;9.07;32.2;174.06;43.6;4.07
4592;18;34.52;70.4;187.89;44.0;3.81
6336;25;33.77;71.0;207.11;44.4;7.18
8261;24;35.3;71.2;204.78;44.5;0.99
9958;23;33.77;69.6;207.5;44.7;14.58
11661;27;34.88;71.8;216.13;44.9;5.97
13353;18;13.07;42.4;220.69;45.0;0.29
