timestamp(ms);elapse-time(ms);cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
0;;0.0;0.0;180.45;43.7;3.14
1406;;0.0;13.2;180.45;43.7;0.51
2625;201
2720;281
2732;188
2823;;9.07;32.2;174.06;43.6;4.07
2961;243
3251;521
3269;443
3364;517
3377;538
3512;445
3763;503
3865;505
4107;718
4119;625
4212;556
4297;626
4308;643
4407;547
4512;559
4592;;34.52;70.4;187.89;44.0;3.81
4723;609
4838;631
4946;654
5147;833
5167;766
5272;770
5360;758
5370;762
5456;631
5543;601
5707;550
5789;523
5887;531
6051;675
6065;613
6151;612
6238;615
6247;620
6336;;33.77;71.0;207.11;44.4;7.18
6345;561
6510;628
6700;640
6846;701
7040;807
7238;984
7251;915
7339;839
7426;821
7436;823
7528;688
7616;580
7793;548
7894;561
7973;552
8135;689
8147;624
8243;633
8261;;35.3;71.2;204.78;44.5;0.99
8364;667
8378;676
8487;602
8602;633
8809;668
8920;688
9017;662
9175;791
9189;708
9273;679
9353;653
9363;656
9454;543
9534;521
9699;517
9799;532
9884;536
9958;;33.77;69.6;207.5;44.7;14.58
10091;722
10106;656
10210;680
10301;689
10311;691
10420;638
10525;649
10696;595
10780;577
10868;572
11012;693
11029;616
11122;603
11215;600
11223;601
11335;563
11423;559
11513;495
11590;478
11661;;34.88;71.8;216.13;44.9;5.97
11690;484
11710;378
11821;403
11925;341
12022;342
12118;301
12211;290
12221;206
12318;113
12396;81
13353;;13.07;42.4;220.69;45.0;0.29
