timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
220676;25;34.0;68.1;207.93;72.1;3.53
222540;24;31.52;54.3;209.66;72.1;17.35
224176;24;41.17;67.6;210.73;72.1;10.93
226161;26;33.48;61.5;212.03;72.0;1.96
227799;30;40.95;68.4;213.56;72.3;50.1
229449;22;32.4;61.1;214.51;72.3;10.82
231176;22;32.88;56.8;201.81;72.3;18.51
232863;27;33.58;64.1;203.49;72.2;13.0
234514;27;39.6;68.2;204.15;72.2;40.63
236240;23;32.98;58.7;204.3;72.3;1.41
238024;22;40.12;70.0;188.12;72.1;19.12
239691;25;35.08;62.6;188.22;72.2;32.43
241331;22;32.38;59.7;188.81;72.1;1.97
243080;21;33.25;73.2;190.99;72.4;1.25
244878;27;38.25;65.5;191.03;72.5;2.33
246607;27;35.6;68.8;195.9;72.7;6.0
248601;26;31.48;59.2;204.05;72.6;11.43
250263;28;38.33;64.4;193.18;72.5;21.0
251949;22;36.12;60.1;192.64;72.5;15.35
253609;24;32.8;60.8;193.69;72.5;23.68
255248;23;39.75;64.8;194.7;72.5;1.98
256903;29;38.23;67.3;194.87;72.5;39.84
258609;25;32.1;61.0;196.03;72.5;1.97
260332;22;36.83;73.1;201.49;72.7;19.95
262002;24;37.85;63.0;194.27;72.7;47.39
263660;20;37.02;60.2;195.06;72.5;1.52
265335;24;41.58;68.5;194.45;72.6;16.44
266929;21;33.08;62.2;195.62;72.5;2.17
268671;26;37.73;65.5;194.98;72.6;32.24
270353;21;32.48;60.4;190.85;72.5;1.26
272075;26;35.6;62.5;191.73;72.6;22.32
273733;25;34.67;61.2;192.36;72.5;28.59
275389;25;36.08;65.5;192.5;72.5;1.84
277072;21;42.3;68.1;193.64;72.7;1.95
278771;27;39.65;65.9;195.53;72.9;1.16
280404;25;40.5;66.7;192.65;72.9;15.18
282002;19;28.18;61.8;194.81;72.7;19.78
283647;26;35.48;64.6;194.96;72.7;2.01
285242;20;38.75;64.6;195.92;72.8;36.46
286920;23;32.85;61.5;197.17;72.8;1.18
288587;25;40.8;66.8;199.59;72.9;35.18
290256;24;37.38;66.0;202.1;72.8;42.54
291965;21;30.0;59.6;195.65;72.8;18.06
293615;20;35.25;65.6;196.85;72.9;25.49
295261;23;38.58;72.2;198.18;72.5;2.21
296937;22;39.12;71.0;198.79;72.4;12.17
298546;25;33.48;62.0;199.41;72.5;2.03
300170;26;36.77;64.6;201.12;72.7;2.09
301876;23;45.42;70.9;194.12;72.8;36.73
303508;25;33.9;61.2;194.15;72.7;1.89
305176;23;41.12;64.7;194.8;72.8;28.25
306887;21;35.0;63.2;194.93;72.8;1.86
308556;27;41.05;69.7;195.47;72.9;1.22
310450;26;38.73;65.3;199.02;72.8;1.98
312151;23;40.73;70.0;197.53;72.8;42.48
313822;23;36.48;63.5;199.34;73.0;17.12
315398;19;31.68;60.4;199.48;72.9;10.34
317224;26;35.25;60.7;199.73;73.1;2.74
318881;22;38.23;65.3;199.93;73.0;39.07
320542;22;31.12;59.5;200.9;73.0;7.36
322208;23;35.5;64.9;203.54;73.0;1.2
323934;25;39.88;66.1;198.16;73.0;16.57
325578;22;33.58;59.6;198.43;73.1;8.21
327226;22;33.8;63.5;200.37;72.9;29.09
328914;21;35.65;59.8;200.42;72.9;1.91
330574;23;38.55;68.4;201.49;72.9;41.57
332232;23;32.8;65.7;202.95;72.9;11.23
333902;24;33.95;65.2;207.34;72.9;18.39
335548;22;38.23;64.6;215.45;72.9;45.71
337262;20;30.23;60.9;201.05;72.7;1.19
338950;23;41.67;69.2;201.38;72.9;13.65
340602;24;35.23;64.2;201.5;72.8;1.94
342295;27;40.6;67.9;201.65;72.9;2.85
344223;23;33.12;59.5;203.46;73.0;19.63
345896;23;39.25;68.5;196.67;73.1;42.15
347548;22;29.25;57.0;193.86;73.0;11.97
349192;19;35.02;68.4;193.99;72.9;15.72
351054;27;37.8;66.5;194.0;73.0;1.16
352725;25;37.85;70.2;195.23;73.0;39.95
354390;21;26.18;55.0;195.85;73.0;9.01
356039;23;37.88;65.2;199.28;72.9;1.99
357713;27;41.35;70.0;195.14;73.0;31.59
359635;22;33.95;59.1;198.55;73.1;10.54
361271;20;37.38;65.9;198.68;73.1;32.47
362981;23;33.65;64.6;198.72;73.0;1.65
364675;23;37.73;65.2;199.79;73.1;1.58
366566;24;34.73;63.5;200.86;73.1;1.93
368261;25;35.88;66.4;201.82;73.2;26.3
369902;26;37.02;65.9;206.78;73.3;39.09
371593;20;30.55;57.2;199.24;73.0;3.41
373241;25;36.2;61.5;201.34;73.1;39.44
374879;21;30.48;60.4;201.36;73.1;31.5
376551;21;32.7;64.3;201.65;73.1;1.88
378163;25;39.08;65.7;201.87;73.1;1.21
379862;23;36.0;68.5;202.72;73.2;31.85
381566;22;37.62;66.5;203.94;73.2;8.7
383510;23;31.45;63.3;197.27;73.1;1.61
385138;27;41.42;67.6;197.61;73.3;9.55
387029;23;35.35;60.6;197.73;73.1;8.37
388785;26;37.5;63.1;198.21;73.2;3.39
390459;27;40.88;67.9;198.51;73.3;1.81
392378;25;34.55;58.3;200.11;73.2;1.64
394210;27;40.38;64.0;191.42;73.2;1.74
395976;29;38.48;63.2;191.59;73.2;1.45
397629;26;39.88;69.9;193.63;73.3;36.29
399293;20;33.98;66.6;193.7;73.2;1.83
400954;22;37.85;67.5;194.19;73.3;43.89
402606;23;33.73;59.4;197.04;73.3;26.82
404303;23;36.33;62.0;204.54;73.4;2.74
405985;21;40.05;66.5;212.12;73.5;22.0
407650;26;39.38;66.3;197.09;73.4;8.18
409293;22;38.45;67.0;198.4;73.4;40.43
410962;20;32.55;60.4;174.49;73.0;1.17
412670;25;39.55;66.4;173.77;73.2;21.77
414394;23;40.9;67.9;173.05;73.3;47.55
416046;19;32.08;63.2;172.17;73.3;13.79
417716;20;36.67;66.1;172.89;73.3;30.24
419415;24;34.98;61.1;170.56;73.4;15.89
421160;23;33.25;62.5;172.29;73.3;10.07
422888;20;45.48;73.4;171.77;73.4;1.86
424561;27;41.15;69.6;170.61;73.5;1.13
426252;24;40.95;66.5;168.96;73.6;9.69
427857;21;31.55;61.9;170.75;73.4;1.77
429684;27;33.98;62.5;171.93;73.6;35.41
431365;23;37.38;62.1;174.77;73.7;16.8
433064;21;34.88;61.1;174.95;73.7;3.26
434731;27;39.73;67.0;175.42;73.8;26.03
436371;23;35.95;66.1;176.55;73.8;50.48
438030;20;32.08;60.2;182.64;73.8;1.55
439693;22;38.67;69.8;180.65;73.9;1.78
441482;29;33.7;61.2;180.76;74.0;34.99
443113;24;32.2;57.5;180.77;74.0;6.98
444968;24;37.17;66.9;180.6;74.1;1.45
446627;23;38.92;64.3;180.9;74.2;27.37
448301;26;39.95;69.1;181.14;74.3;4.25
450267;23;33.73;58.4;180.26;74.2;34.77
451920;26;34.2;67.8;182.82;74.3;43.77
453602;26;35.98;68.4;189.97;73.7;5.91
455204;21;37.15;65.7;183.6;73.6;2.24
456882;27;38.33;67.0;185.65;73.6;13.99
458550;25;35.5;67.5;185.9;73.7;12.74
460470;23;26.23;57.1;186.35;73.7;7.44
462133;20;38.23;66.0;186.9;73.7;28.74
463784;23;35.62;63.2;183.46;73.7;3.27
465592;23;32.75;58.6;183.6;73.9;1.42
467252;21;41.05;69.1;183.82;73.9;22.21
468901;26;39.05;65.1;183.98;74.0;2.12
470556;23;39.62;66.4;185.39;74.0;60.68
472251;20;28.23;54.9;184.56;74.0;1.18
473891;23;40.0;67.3;187.0;74.1;2.02
475590;22;39.45;69.6;188.04;74.2;73.38
477239;22;32.15;59.1;188.28;74.2;6.46
478884;20;40.48;69.2;181.27;74.2;3.29
480530;23;34.67;61.2;179.23;74.3;1.72
482404;25;33.95;58.9;181.1;74.3;1.63
484256;26;35.17;58.6;181.14;74.2;20.0
485969;22;42.27;69.9;180.68;74.1;5.78
487602;23;31.5;65.0;181.09;74.1;8.06
489258;26;36.1;66.2;180.7;73.9;1.59
491093;27;35.17;61.3;183.11;74.1;2.02
492756;26;39.62;65.9;189.1;74.3;58.57
494437;19;32.88;62.8;186.47;74.2;13.92
496125;20;44.2;71.0;184.94;74.1;24.09
497752;21;36.55;61.5;185.2;74.2;31.52
499374;19;36.55;62.8;185.64;74.2;1.39
501045;20;38.08;65.3;186.48;74.3;19.99
502670;20;38.45;64.3;186.51;74.2;8.33
504327;25;39.4;69.7;187.44;74.2;6.15
506250;23;32.52;66.6;185.5;74.2;1.19
507926;28;36.92;64.0;187.28;74.4;9.94
509565;22;35.5;60.8;187.94;74.4;22.2
511155;19;29.15;61.5;184.02;74.3;2.92
512792;25;41.1;66.4;185.66;74.3;13.5
514391;20;33.98;60.5;185.27;74.3;1.16
516072;28;39.27;65.1;186.07;74.5;1.87
517965;24;34.2;58.1;187.71;74.4;18.67
519630;23;37.75;65.0;190.82;74.5;17.34
521298;24;36.45;74.8;190.89;74.6;11.07
523242;23;32.67;61.5;190.94;74.4;16.97
525031;27;34.77;61.3;191.0;74.5;1.68
526659;21;37.25;66.4;191.07;74.5;4.3
528521;23;34.02;63.9;194.15;74.5;1.93
530202;29;40.75;66.5;188.45;74.6;34.95
531824;26;36.55;64.2;189.28;74.6;39.38
533507;20;32.25;55.4;191.71;74.7;12.18
535125;22;34.12;61.7;191.99;74.6;26.52
536850;22;36.58;63.5;192.68;74.6;10.81
538628;21;35.3;64.9;194.76;74.5;1.95
540295;22;41.58;69.0;190.61;74.5;1.43
542012;23;38.85;66.2;190.85;74.5;19.6
543669;25;37.98;62.8;192.65;74.6;7.0
545556;25;32.3;62.9;193.22;74.5;6.21
547343;27;37.4;63.7;187.77;74.5;29.84
549008;23;35.38;60.5;188.7;74.5;17.96
550654;20;38.45;66.6;188.76;74.5;1.97
552344;26;38.42;66.1;188.86;74.6;2.04
554025;26;37.85;63.2;190.23;74.5;36.23
555735;21;31.82;57.9;191.75;74.3;2.69
557389;20;37.95;62.7;198.79;74.5;36.24
559066;20;34.12;61.5;191.39;74.5;9.69
560864;24;37.6;63.4;193.17;74.5;1.19
562566;22;37.15;68.4;193.5;74.7;1.93
564209;27;38.08;65.1;193.63;74.8;40.26
565902;24;35.4;69.5;194.06;74.9;1.57
567848;23;33.8;59.7;195.43;74.9;9.74
569560;29;35.25;64.8;191.7;75.0;1.47
571402;26;33.75;58.2;191.84;75.1;35.6
573060;22;29.45;58.6;189.94;75.0;1.15
574726;27;41.25;66.4;191.24;75.1;2.02
576439;25;35.7;66.1;191.47;75.2;66.52
578112;19;30.6;58.0;193.91;75.4;8.16
579813;16;39.23;69.4;190.44;75.4;1.65
581478;26;37.0;62.9;189.52;75.5;39.0
583137;22;31.07;61.8;189.89;75.5;12.31
584863;22;34.33;63.6;190.73;75.5;1.78
586493;25;41.35;68.4;181.52;75.5;32.22
588185;21;32.35;55.7;181.52;75.4;1.22
589874;24;36.1;60.4;182.16;75.6;30.72
591718;23;35.38;63.1;183.1;75.6;1.61
593393;20;36.92;66.5;186.17;75.8;35.16
595069;23;31.1;64.5;192.09;75.8;1.13
596769;21;37.83;67.2;185.07;75.8;37.77
598403;24;27.88;52.7;184.13;75.8;18.27
600149;20;32.65;60.2;185.07;75.9;1.82
601804;21;37.75;68.2;185.49;75.9;22.39
603462;22;37.02;61.7;186.84;76.0;17.51
605146;21;39.1;71.5;190.33;76.0;6.07
607069;24;31.73;60.2;187.43;76.0;1.78
608692;28;40.62;66.8;187.56;76.0;24.57
610295;23;32.02;60.7;187.85;76.0;16.3
611969;20;31.07;64.0;188.16;75.9;3.4
613649;25;34.35;64.8;190.57;75.9;1.98
615289;21;40.25;69.5;187.59;76.0;32.1
617035;19;27.68;61.3;187.81;76.0;18.47
618730;21;34.02;65.4;189.25;76.0;17.8
620392;23;33.17;63.2;190.09;75.9;13.06
622045;22;37.02;63.7;190.85;76.0;1.13
623819;21;36.3;63.7;191.51;76.1;2.2
625541;23;41.12;68.6;187.13;76.1;2.05
627191;22;38.92;69.4;188.13;76.2;75.55
628902;19;28.65;54.0;188.89;76.1;6.29
630572;21;36.7;64.0;188.91;76.1;27.63
632238;22;30.6;58.8;189.56;76.0;27.42
633908;18;33.88;61.5;187.47;76.0;6.7
635594;20;34.48;63.2;189.17;76.0;1.77
637224;27;35.1;62.0;189.32;76.1;1.09
638936;22;35.25;62.4;189.75;76.2;10.32
640811;21;34.8;60.2;191.08;76.0;19.89
642465;24;32.3;59.0;191.28;76.1;21.25
644189;20;35.92;60.9;188.75;76.0;1.33
645887;23;40.12;67.0;188.85;76.0;22.23
647550;24;41.98;65.4;187.21;75.9;31.4
649189;22;30.73;54.1;187.64;75.8;22.45
650852;19;33.48;61.6;189.08;75.8;1.12
652509;25;36.33;66.1;193.14;75.9;31.89
654226;21;36.12;66.0;190.97;75.7;2.06
655862;21;38.83;64.4;192.58;75.9;3.37
657700;21;32.83;64.1;191.04;75.9;1.14
659338;27;37.02;60.1;192.72;76.0;20.38
660988;23;34.45;61.9;192.97;76.0;7.02
662863;21;32.92;58.8;193.86;75.9;16.6
664504;26;35.23;64.3;197.73;75.9;29.03
666166;20;35.62;58.1;194.74;75.8;18.66
667841;20;39.58;67.1;192.11;75.8;17.84
669459;20;36.17;58.6;193.81;75.8;2.01
671181;26;35.9;61.3;194.08;75.9;44.74
672940;20;30.98;58.2;194.36;75.9;11.47
674642;21;35.08;65.6;194.69;75.9;9.64
676298;26;36.55;63.7;196.71;76.0;25.1
678106;22;37.5;59.4;193.92;75.9;1.35
679773;20;41.25;66.6;194.13;76.0;19.65
681410;23;32.62;58.3;194.27;75.8;9.7
683071;22;40.1;64.5;194.84;75.8;29.36
684730;23;32.77;60.5;194.89;75.8;1.23
686441;23;43.65;69.0;190.41;76.0;1.26
688085;24;33.8;63.9;190.41;76.0;20.92
689737;19;31.85;63.8;187.12;75.8;16.41
691381;25;35.48;64.4;188.87;75.9;18.47
693093;21;32.73;58.5;189.02;75.9;1.37
694742;24;36.92;64.8;189.37;75.9;3.32
696572;22;37.6;64.1;194.32;76.0;2.81
698235;27;39.95;67.0;189.66;76.0;2.04
699906;23;36.92;66.2;190.16;76.2;12.28
701859;20;28.8;52.5;191.22;76.0;17.18
703507;24;37.12;62.6;191.53;76.0;11.41
705376;22;34.38;61.4;192.09;76.1;11.41
707069;22;33.1;60.5;194.38;76.0;1.89
708740;22;39.02;66.8;191.76;76.0;2.56
710427;25;33.77;57.2;193.05;76.0;56.86
712111;19;31.5;57.1;193.18;75.8;1.42
713764;23;39.12;66.6;191.06;75.9;26.12
715413;21;29.77;56.6;193.35;75.8;1.77
717067;25;36.55;63.7;194.48;76.0;4.69
718894;21;37.38;61.0;190.59;75.8;1.11
720575;26;37.75;69.0;192.88;75.9;2.02
722239;22;36.1;62.3;191.01;75.9;67.93
723882;20;29.75;57.1;192.55;75.8;10.29
725536;21;39.62;65.1;192.84;75.9;15.84
727172;23;38.33;68.4;193.53;75.9;13.03
729030;20;31.3;55.2;185.9;75.7;25.41
730674;20;34.75;64.7;187.86;75.8;10.4
732316;20;35.73;62.4;188.08;75.8;2.38
733970;23;39.12;68.2;188.34;75.9;1.66
735645;21;34.35;68.6;189.69;75.9;14.68
737312;25;36.7;64.2;186.2;75.9;9.58
738962;21;37.38;64.1;184.19;75.8;41.77
740614;20;29.02;59.3;184.72;75.8;8.73
742281;22;37.62;66.8;185.36;75.9;1.11
743944;23;37.27;66.2;186.74;75.9;36.67
745579;20;31.9;57.6;188.53;75.8;13.39
747244;19;35.38;62.6;185.47;75.8;9.18
748911;26;35.5;63.9;185.95;75.8;33.91
750571;20;31.6;64.1;185.99;75.8;2.88
752252;22;33.55;68.7;186.44;75.9;28.46
753903;24;34.2;62.2;187.74;75.9;23.87
755566;20;34.9;61.9;190.5;75.8;19.75
757227;19;34.17;61.3;197.24;75.8;1.11
758891;23;36.2;64.5;204.55;76.0;45.5
760573;20;32.02;58.3;209.92;75.9;27.39
762220;21;39.38;64.0;196.81;75.8;7.83
763856;22;40.02;67.5;197.49;75.8;1.59
765489;22;38.23;68.4;197.7;76.0;1.24
767122;24;36.42;61.4;197.86;76.1;40.72
768779;20;27.38;58.8;198.21;75.9;10.41
770443;23;36.55;60.0;198.89;75.8;38.55
772083;20;30.23;59.7;199.84;75.9;17.89
773788;22;35.77;62.4;201.7;75.8;14.67
775456;23;30.85;57.0;205.89;75.9;1.84
777105;23;38.92;66.4;199.91;75.9;1.93
778763;21;43.38;68.0;200.97;76.1;1.38
780686;23;34.98;63.8;201.29;76.0;14.87
782358;25;31.3;59.1;201.77;76.0;9.48
784010;25;38.33;68.1;202.16;76.0;1.62
785871;22;33.33;57.2;203.15;76.0;1.67
787528;27;37.02;64.6;204.42;76.0;2.27
789204;22;35.27;66.7;205.99;76.0;45.22
790929;19;29.07;58.0;212.23;75.9;1.66
792559;20;35.73;64.4;219.84;76.0;31.79
794193;21;29.8;56.3;225.42;76.0;20.14
795884;19;35.88;65.7;203.46;76.0;11.43
797532;25;34.67;60.6;205.29;76.0;12.03
799178;21;38.08;65.3;205.75;76.0;35.88
800834;20;31.38;57.5;205.8;75.9;1.1
802557;22;36.58;63.4;206.77;76.0;33.55
804296;22;35.27;59.7;209.04;75.9;1.73
805954;18;40.1;66.6;193.98;75.8;44.88
807597;20;31.9;62.4;193.94;75.8;1.57
809246;20;39.3;61.9;194.92;76.0;24.03
810889;22;38.9;65.0;196.01;76.1;38.22
812554;19;32.08;56.2;196.06;76.0;17.18
814212;20;36.1;63.1;196.8;76.0;8.41
815876;24;33.88;63.6;199.3;76.0;12.1
817468;20;32.1;58.9;202.58;75.9;2.36
819263;26;36.73;62.8;197.75;75.8;2.3
820922;23;36.33;66.2;198.71;75.9;1.98
822561;25;34.05;62.1;198.91;76.0;32.37
824214;19;29.05;55.3;199.51;75.9;10.44
825880;23;35.5;61.9;199.86;76.0;2.72
827607;20;35.15;71.5;189.26;75.9;35.1
829258;23;32.6;59.5;190.82;75.9;1.36
830914;20;41.05;69.2;190.99;76.0;1.27
832563;23;35.15;60.7;191.09;76.1;39.68
834239;21;36.45;63.0;191.25;75.9;25.85
835912;19;30.6;56.6;192.96;75.9;1.63
837585;23;37.62;63.6;188.43;76.0;46.49
839258;19;30.38;53.8;189.94;76.0;18.31
840930;19;34.1;62.2;190.74;76.0;21.34
842619;19;38.2;67.3;191.07;76.0;13.26
844275;23;38.2;63.3;192.04;75.9;25.82
845942;20;37.17;64.0;187.63;75.8;1.75
847703;21;33.17;67.4;187.75;75.9;40.59
849357;24;29.73;54.0;187.92;75.9;7.6
851011;19;36.17;65.0;187.97;75.8;1.09
852815;24;31.9;56.1;189.04;75.9;8.75
854596;22;33.75;56.9;187.02;75.8;1.66
856365;24;35.62;61.2;188.0;75.8;11.23
858021;19;34.17;60.3;188.16;75.8;29.03
859663;22;33.35;62.1;188.22;75.8;17.46
861334;20;38.77;61.1;188.49;75.8;17.2
862980;20;38.33;63.5;188.77;75.8;2.3
864640;24;39.48;62.6;187.54;75.8;17.75
866297;20;38.23;64.3;186.6;75.9;14.4
867945;24;38.35;63.7;187.76;76.0;20.07
869528;18;31.12;56.5;187.88;75.7;2.25
871189;26;37.75;62.6;188.88;75.8;38.14
872844;19;30.4;60.7;189.98;75.9;26.07
874482;20;38.58;69.5;189.44;75.8;1.14
876141;19;35.12;59.0;189.73;75.8;2.9
877775;21;39.9;64.3;189.5;75.8;26.52
879442;25;38.1;65.5;190.18;75.8;9.01
881331;20;35.73;61.9;190.31;75.8;2.79
883003;25;40.17;68.4;185.14;75.8;1.92
884723;21;35.23;62.7;185.48;75.8;2.99
886641;23;31.9;61.4;184.13;75.8;31.13
888308;24;34.38;60.6;184.73;75.8;1.65
889999;22;38.42;67.6;185.88;75.8;23.1
891706;20;33.95;63.0;183.42;75.7;1.61
893358;20;39.4;63.5;184.12;75.9;6.91
895036;25;35.98;60.8;183.74;75.9;15.73
896616;19;30.95;58.5;184.97;75.9;19.5
898275;22;32.3;57.9;185.73;75.8;11.27
899998;20;38.52;65.6;186.68;75.8;24.78
901681;20;36.92;59.1;186.11;75.7;1.16
903412;23;36.27;63.3;185.36;75.8;2.19
905076;22;32.7;61.2;186.21;75.8;35.22
906742;24;36.33;65.0;188.44;75.8;37.37
908388;18;32.77;59.7;188.49;75.8;3.57
910050;22;37.02;63.1;191.46;76.0;33.63
911732;21;33.1;64.6;187.45;75.9;1.99
913405;20;39.02;68.2;188.17;76.0;8.91
915214;23;31.52;57.7;191.7;75.9;1.49
916891;21;36.8;65.5;191.96;75.9;35.69
918535;20;31.45;61.2;192.03;75.7;10.28
920232;19;35.77;62.5;193.37;75.7;21.79
921983;21;38.85;65.3;197.53;75.7;1.68
923633;23;37.85;61.8;203.97;75.9;36.46
925306;18;34.58;60.0;196.55;75.7;1.67
926952;20;39.88;67.5;197.09;75.8;14.29
928603;24;37.12;61.6;195.68;75.8;31.67
930420;19;29.27;55.6;195.99;75.7;1.08
932061;22;30.98;62.5;196.47;75.9;7.15
933703;24;33.1;59.9;197.86;75.9;36.77
935360;20;27.12;54.4;199.11;75.9;3.78
