timestamp(ms);elapse-time(ms);cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
0;;0.0;0.0;215.13;66.7;0.55
1503;;0.0;16.8;215.13;66.9;0.89
2613;190
2695;257
2704;180
2884;191
2947;;13.6;36.3;193.19;66.6;20.15
3210;507
3222;436
3329;522
3336;537
3445;468
3651;432
3732;408
3950;606
3959;516
4039;486
4116;546
4123;560
4213;483
4297;485
4609;653
4615;;32.95;65.2;190.84;66.7;18.11
4719;685
4827;715
5010;878
5022;812
5118;825
5218;841
5226;843
5325;619
5405;584
5662;643
5740;626
5823;610
5959;726
5968;648
6052;651
6131;552
6138;554
6230;495
6319;501
6325;;36.0;68.0;209.85;67.2;10.78
6537;572
6641;593
6740;613
6916;771
6929;707
7026;712
7103;699
7109;697
7222;583
7308;573
7468;543
7558;537
7640;541
7795;679
7804;586
7883;576
7962;572
7968;574
8050;;33.55;68.2;210.15;67.3;9.64
8059;505
8174;539
8356;556
8446;567
8550;592
8852;879
8861;810
8960;793
9049;777
9057;779
9150;708
9229;686
9383;525
9459;504
9543;499
9685;623
9697;551
9723;;33.88;69.5;210.96;67.5;32.94
9806;581
9947;644
9955;649
10056;598
10154;616
10345;653
10421;629
10496;555
10659;696
10668;616
10758;610
10838;593
10843;590
10925;509
11005;514
11367;703
11397;;31.07;63.4;211.98;67.4;1.84
11518;764
11633;800
11809;960
11819;900
11921;920
12010;723
12018;726
12103;610
12184;558
12340;525
12416;498
12508;502
12660;635
12672;571
12761;584
12835;572
12841;573
12928;517
13007;515
13081;;33.8;68.9;213.29;67.6;32.37
13182;514
13291;535
13389;558
13564;718
13576;652
13684;682
13962;877
13969;881
14068;780
14160;776
14319;750
14398;716
14481;522
14651;677
14661;598
14742;586
14802;;32.27;60.7;214.89;67.8;1.4
14832;597
14844;605
14974;580
15079;603
15272;616
15372;634
15468;640
15621;763
15631;664
15714;639
15799;624
15804;623
15888;522
15970;506
16118;492
16199;486
16286;492
16537;;39.2;73.4;202.51;68.0;5.67
16573;764
16597;715
16862;896
16967;921
16973;921
17077;882
17177;897
17331;749
17420;564
17503;541
17650;671
17660;587
17740;567
17820;568
17825;567
