timestamp(ms);elapse-time(ms);tx-load
35575;562;13
35746;718;12
35755;657;12
35862;683;11
35953;694;10
35960;698;10
36060;634;11
36137;571;10
36279;527;10
36351;493;12
36666;719;12
36824;858;12
36833;776;11
36925;791;11
37010;806;11
37020;811;12
37121;774;13
37255;594;13
37457;627;15
37567;647;17
37667;664;16
37827;800;15
37835;717;14
37909;664;12
37992;635;12
37998;636;12
38084;525;11
38163;500;12
38315;483;12
38393;488;12
38639;651;11
38795;793;13
38805;725;11
38927;769;11
39025;786;13
39032;790;14
39143;755;14
39234;597;14
39406;605;15
39494;580;16
39583;562;15
39726;687;16
39736;600;15
39818;589;15
39898;578;13
39906;581;13
40065;575;12
40144;566;13
40295;563;13
40376;562;13
40462;569;13
40667;754;13
40676;616;12
40785;646;13
40898;679;12
40907;684;13
41004;632;13
41090;633;13
41272;599;16
41349;570;14
41428;536;15
41584;673;15
41593;594;14
41678;593;14
41757;589;13
41763;591;13
41848;505;13
41927;506;11
42079;491;12
42156;484;13
42270;518;13
42471;705;11
42484;642;11
42634;713;10
42730;731;10
42737;735;11
42844;693;10
42926;665;10
43072;595;12
43374;783;14
43464;741;13
43630;890;13
43639;802;12
43728;808;12
43810;816;12
43817;817;12
43918;550;11
44110;652;14
44299;666;16
44391;669;17
44486;681;11
44656;836;14
44665;754;14
44768;664;13
44848;642;13
44854;644;13
44941;555;13
45026;546;12
45185;526;12
45265;503;12
45351;508;13
45629;772;11
45640;705;11
45778;757;11
45885;781;11
45893;786;12
46005;745;12
46156;811;16
46335;700;16
46421;652;15
46504;625;15
46659;761;17
46668;669;15
46771;619;14
46864;620;14
46870;624;14
46962;547;14
47044;546;13
47203;540;13
47284;519;15
47364;504;13
47586;713;11
47598;641;10
47694;655;11
47794;673;11
47801;678;12
47904;625;10
48150;791;16
48312;721;15
48394;705;14
48472;684;14
48627;823;14
48636;739;14
48725;581;13
48799;571;13
48805;574;14
48889;501;14
48976;510;13
49155;524;13
49274;556;13
49373;580;12
49576;768;13
49587;703;12
49763;792;14
49842;786;14
49848;789;14
49935;667;14
50019;653;15
50172;591;15
50257;500;15
50338;502;14
50478;626;16
50486;555;15
50579;567;15
50660;569;13
50665;571;13
50790;539;11
50902;569;12
51086;605;13
51188;617;13
51292;638;12
51457;788;14
51466;683;14
51563;668;13
51649;659;15
51655;661;15
51733;551;12
51811;523;13
51973;513;13
52050;494;15
52147;504;16
52295;637;12
52307;580;11
52388;582;11
52489;595;11
52496;600;11
52645;600;11
52742;602;12
52919;619;13
53010;627;14
53110;629;12
53256;756;14
53265;628;13
53351;617;13
53434;610;13
53441;612;13
53549;544;14
53635;529;14
53789;530;14
53866;521;15
53938;509;14
54072;627;12
54081;537;12
54188;559;10
54309;600;12
54319;607;11
54429;568;11
54597;665;12
54777;701;10
54869;689;12
54971;671;11
55129;805;12
55138;715;11
55444;854;15
55529;847;15
55536;851;15
55626;764;14
55707;742;13
55860;727;13
55955;517;11
56064;541;13
56258;718;15
56268;648;15
56373;671;14
56539;759;11
56546;763;11
56663;713;10
56750;691;12
57052;790;13
57142;775;14
57225;692;14
57376;825;13
57385;728;12
57475;731;12
57565;623;12
57572;626;12
57748;613;13
57844;624;14
58033;653;16
58128;659;15
58231;673;12
58388;812;14
58400;661;13
58487;649;13
58586;655;13
58592;658;13
58683;562;13
58763;538;12
58920;529;12
59029;547;13
59104;523;11
59402;806;13
59417;740;12
59531;774;12
59641;802;12
59648;806;13
59748;725;13
59833;735;15
60021;614;15
60103;581;16
60183;548;14
60347;696;15
60357;615;14
60450;624;14
60550;630;13
60557;631;13
60652;554;11
60743;565;10
61023;672;13
61127;682;13
61243;700;11
61408;848;13
61421;775;13
61523;785;15
61627;696;15
61634;699;15
61744;630;14
61833;598;14
61986;572;16
62061;545;16
62135;514;17
62287;649;16
62296;560;16
62377;549;12
62455;548;12
62461;551;12
62553;498;12
62639;509;11
62797;506;12
62954;582;12
63077;627;11
63251;787;13
63260;713;13
63359;726;12
63451;737;15
63459;742;15
63565;621;13
63638;568;14
63795;540;15
63874;520;16
63956;509;17
64101;639;15
64109;552;15
64187;554;12
64266;551;12
64272;554;12
64361;494;12
64452;502;11
64632;528;13
64741;561;12
64839;579;12
65020;745;13
65029;675;12
65132;686;13
65229;698;12
65235;701;12
65320;585;11
65400;568;12
65595;571;15
65674;550;16
65762;541;14
65962;723;11
65973;658;10
66049;655;10
66134;622;11
66140;623;11
66220;552;10
66318;571;9
66749;782;14
66844;800;12
66922;795;12
67067;924;15
67076;861;15
67174;862;15
67258;604;13
67263;607;13
67352;514;13
67425;509;15
67595;521;15
67669;501;14
67752;501;13
67904;638;11
67918;572;11
68041;621;10
68253;748;12
68261;753;12
68365;701;12
68471;725;15
68684;776;14
68763;728;15
68840;594;14
68987;722;17
68995;636;16
69079;614;14
69161;572;14
69169;577;14
69254;497;13
69332;497;13
69489;499;13
69579;505;14
69664;508;13
69877;704;10
69888;640;10
69983;656;10
70078;670;10
70084;673;9
70190;619;9
70283;624;10
70666;784;14
70758;782;12
70845;773;12
70999;911;14
71008;827;13
71094;817;14
71174;799;15
71179;800;15
71272;520;13
71359;521;13
71550;548;13
71649;561;13
71739;571;15
71901;717;11
71911;644;10
72131;777;12
72227;791;14
72233;794;14
72327;684;12
72421;688;15
72586;682;14
72677;555;14
72759;538;15
72910;674;15
72922;600;15
73016;601;13
73097;594;13
73102;595;13
73194;523;13
73286;532;11
73501;580;14
73611;601;14
73709;618;12
73887;780;13
73898;710;13
73999;719;13
74079;681;15
74085;684;14
74174;564;13
74251;547;13
74407;515;14
74493;501;15
74595;521;16
74735;646;15
74744;575;11
74832;586;11
74918;593;12
74928;598;11
75061;574;11
75167;577;12
75360;621;13
75458;630;14
75569;658;12
75713;778;14
75722;667;13
75812;650;13
75890;635;13
75897;636;13
75988;534;12
76072;513;14
76229;512;13
76313;507;13
76396;511;13
76556;655;11
76567;585;11
76679;617;11
76859;709;11
76866;712;11
76982;675;10
77077;682;10
77264;704;11
77346;674;10
77429;577;10
77850;980;13
77859;885;13
77956;884;14
78063;896;13
78070;899;13
78161;821;13
78250;827;15
78458;602;15
78560;611;16
78656;601;17
78832;758;17
78841;684;15
78936;692;17
79016;667;14
79022;669;14
79123;569;12
79201;552;11
79363;527;13
79545;618;15
79625;616;15
79760;733;12
79769;652;11
79849;654;12
79925;644;12
79931;646;12
80034;495;12
80145;525;12
80328;564;15
80423;579;14
80513;593;14
80694;759;13
80702;680;13
80800;661;13
80877;641;14
80883;642;15
80979;561;14
81065;559;13
81212;515;13
81287;492;13
81367;495;13
81512;625;13
81522;549;11
81658;599;10
81945;810;12
81955;817;12
82078;798;11
82173;812;13
82369;854;14
82466;812;14
82569;631;14
82731;771;16
82740;669;15
82822;657;14
82898;628;13
82904;631;13
82994;534;12
83079;515;13
83374;640;14
83473;656;14
83578;685;11
83796;889;13
83806;818;13
83909;833;15
84007;728;15
84017;734;14
84124;657;14
84224;652;14
84372;572;15
84448;544;16
84528;528;17
84686;660;17
84695;580;16
84783;566;13
84880;580;13
84886;583;13
84971;528;12
85051;530;11
85215;525;12
85310;533;11
85433;558;13
85635;746;13
85647;680;12
85752;707;12
85843;713;13
85851;719;13
85947;645;13
86026;600;13
86187;544;15
86287;540;16
86367;530;15
86509;655;15
86518;576;14
86610;589;12
86695;594;12
86701;597;12
86791;508;11
86879;516;11
87122;609;11
87224;619;13
87317;628;11
87503;799;13
87514;728;13
87642;769;15
87731;771;15
87736;773;15
87837;620;14
87927;618;14
88082;575;16
88163;527;16
88239;515;16
88390;647;14
88399;568;14
88476;556;10
88559;556;9
88565;560;10
88653;496;10
89124;891;12
89319;925;12
89411;940;13
89502;948;14
89685;1117;17
89694;1048;17
89777;665;14
89860;637;14
89867;638;14
89962;560;14
90045;552;15
90198;510;16
90278;507;15
90397;543;16
90567;697;11
90576;619;11
90666;627;10
90914;794;11
90924;800;12
91060;788;13
91170;780;15
91362;792;14
91459;804;15
91565;660;15
91717;787;16
91729;689;15
91819;658;15
91904;636;14
91910;639;14
91992;538;13
92067;508;15
92219;497;14
92302;488;13
92381;484;13
92553;639;11
92566;578;11
92752;690;9
92869;729;8
92877;734;8
93011;715;10
93135;760;12
93516;957;15
93619;905;13
93701;840;13
93862;978;14
93872;869;14
93964;837;13
94045;823;13
94051;825;13
94139;528;12
94215;520;13
94471;605;16
94592;634;16
94691;651;11
94876;820;13
94886;753;13
94996;787;15
95079;783;15
95087;788;15
95178;594;14
95254;569;13
95394;513;13
95473;483;15
95579;506;16
95730;639;16
95739;567;15
95835;587;11
95920;598;12
95926;601;12
96024;555;11
96118;545;10
96325;591;13
96422;595;13
96512;598;14
96701;772;13
96711;692;13
96801;690;13
96876;657;13
96883;659;13
96977;561;12
97059;553;13
97235;530;15
97310;515;15
97397;526;16
97544;657;12
97556;585;11
97643;589;11
97738;584;12
97744;588;12
97876;571;11
97981;591;10
98172;623;11
98270;632;12
98367;635;12
98629;881;16
98639;769;15
98737;762;16
98823;747;16
98830;751;16
98909;646;15
98998;637;15
99081;448;14
99166;432;14
99250;433;15
99256;354;14
99339;346;15
99416;255;13
99520;275;14
99647;313;7
99740;330;5
99745;232;5
99856;121;4
100142;300;1
