timestamp(ms);elapse-time(ms);tx-load
1236;289;3
1381;416;4
1394;268;4
1653;281;3
2004;617;5
2232;718;7
2366;844;11
2380;740;10
2497;686;10
2687;459;9
2793;433;11
2956;581;12
3034;542;12
3114;518;13
3209;602;10
3219;535;10
3310;520;9
3393;516;10
3601;572;10
3732;622;12
3866;661;11
3965;750;12
4079;775;13
4193;808;14
4286;800;15
4296;701;14
4377;649;13
4460;601;14
4612;537;15
4700;515;16
4788;506;16
4867;575;15
4947;574;15
5028;572;11
5108;572;11
5119;511;10
5209;513;10
5290;509;10
5672;730;11
5766;742;11
5857;752;11
5951;836;12
6053;850;14
6169;884;15
6262;684;14
6272;606;13
6358;596;14
6433;580;14
6593;544;14
6670;505;13
6798;539;14
6879;611;12
6974;619;11
7081;652;11
7237;717;10
7245;657;10
7355;689;11
7473;680;12
7660;690;13
7876;800;15
7956;721;13
8031;788;15
8119;767;15
8204;735;14
8288;718;15
8297;644;14
8383;511;13
8466;514;13
8617;502;15
8699;496;14
8779;494;15
8872;578;16
8994;615;10
9086;624;11
9184;641;11
9200;587;10
9297;603;10
9385;611;12
9649;666;13
9743;661;12
9840;661;11
9916;724;11
9989;695;11
10058;679;10
10132;582;10
10146;499;10
10470;732;13
10566;731;13
10776;791;12
10865;813;12
10958;832;14
11050;911;15
11157;690;15
11242;682;14
11317;637;13
11326;555;13
11402;543;13
11491;537;14
11683;530;14
11758;518;16
11838;525;16
11969;647;12
12048;650;12
12138;652;13
12219;637;12
12231;554;12
12318;565;12
12425;591;12
12609;564;15
12695;564;15
12781;568;14
12858;632;11
12946;635;11
13034;616;11
13111;590;11
13121;519;10
13215;523;10
13493;718;14
13649;710;12
13741;712;11
13822;715;12
13899;781;13
13976;762;13
14052;563;12
14151;580;13
14168;522;13
14263;528;13
14350;530;14
14522;550;13
14660;611;12
14758;614;11
14859;699;11
14991;733;12
15154;808;14
15240;803;15
15254;737;14
15347;692;14
15434;683;13
15594;606;14
15673;525;14
15749;514;13
15823;578;15
15904;563;15
16030;600;12
16130;617;12
16146;556;11
16290;622;11
16375;630;12
16637;734;14
16722;697;12
16793;667;13
16870;735;15
16952;667;14
17031;661;14
17107;642;14
17118;571;14
17207;488;14
17285;495;14
17424;478;14
17498;470;13
17575;472;15
17669;558;15
17781;579;11
17879;597;12
17972;615;12
17982;563;11
18073;579;12
18162;592;12
18341;564;11
18427;552;11
18504;540;11
18571;593;11
18642;576;11
18958;801;13
19042;796;13
19051;716;11
19132;711;12
19222;724;11
19381;743;14
19492;543;13
19594;555;14
19681;634;16
19769;641;14
19878;664;15
19970;665;15
19979;602;14
20071;596;13
20165;576;13
20305;541;16
20382;507;15
20456;493;15
20529;555;16
20604;538;14
20680;521;13
20756;526;13
20765;464;13
20839;462;13
20914;463;12
21053;453;13
21125;450;12
21214;461;12
21318;557;11
21416;582;11
21503;594;12
21585;596;11
21597;548;11
21704;584;12
21791;581;13
21959;546;12
22033;535;13
22113;534;13
22199;607;12
22284;596;12
22367;583;12
22514;640;12
22525;571;11
22612;586;11
22691;580;11
22895;616;11
22981;619;12
23131;621;12
23235;717;12
23325;717;11
23429;742;11
23519;711;10
23528;638;10
23610;633;9
23700;575;10
23842;521;10
24268;844;12
24353;842;11
24429;906;11
24509;903;12
24592;896;13
24678;904;14
24689;850;13
24786;522;11
24901;555;12
25096;589;15
25221;631;16
25364;692;11
25464;782;13
25542;760;14
25618;723;14
25692;698;14
25702;611;13
25777;565;13
25853;493;12
26060;522;15
26140;526;16
26226;538;17
26294;597;16
26368;594;11
26441;592;12
26519;533;12
26530;475;12
26628;492;12
26735;514;12
26891;525;11
26979;542;11
27062;547;10
27140;615;11
27272;649;11
27458;730;13
27536;723;13
27545;661;12
27641;667;13
27736;678;14
27903;635;15
27985;531;14
28055;523;14
28125;584;15
28206;573;13
28287;557;13
28405;585;13
28416;519;12
28513;531;13
28614;564;12
28776;574;14
28920;638;14
29009;613;12
29090;679;11
29171;663;12
29248;639;12
29322;630;12
29330;560;12
29407;492;11
29475;472;11
29791;624;15
29872;629;15
29960;643;10
30032;706;11
30118;717;13
30223;753;14
30313;602;14
30323;536;13
30412;544;14
30497;543;14
30666;554;15
30751;534;15
30831;523;16
30902;584;13
30981;573;13
31054;559;13
31130;550;14
31138;476;13
31236;488;13
31316;489;13
31454;477;15
31531;484;14
31604;480;14
31676;542;12
31748;529;11
31824;513;11
31911;529;12
31923;475;12
32022;495;11
32109;509;11
32292;548;13
32385;566;13
32480;574;12
32571;652;13
32673;657;13
32755;650;14
32830;629;15
32838;551;14
32915;536;14
32987;512;13
33128;460;15
33210;460;16
33286;460;15
33358;523;15
33429;519;12
33503;520;10
33576;521;10
33585;460;10
33662;456;9
33764;483;9
34135;710;11
34231;733;11
34317;744;12
34410;829;12
34503;846;12
34588;829;12
34657;608;12
34666;536;12
34745;521;12
34828;517;12
34977;478;10
35051;467;10
35524;871;8
35626;963;11
35732;991;12
