time(timestamp);cpu-usage-pid(%);cpu-usage-total(%);memory-usage-pid(%);memory-usage-total(%);disk-io-utilization(B/s)
1591808091121;25.7;42.2;185733120;76.8;30324621.48
1591808092927;26.1;42.7;185860096;76.8;47890423.79
1591808094587;26.925;42.7;186990592;76.8;15590589.02
1591808096349;19.825;36.2;187031552;76.7;14293246.88
1591808098128;34.95;50.3;184717312;76.7;14659608.53
1591808099922;28.525;42.9;185782272;76.9;2139745.02
1591808101508;25.225;40.4;186986496;77.0;8587844.26
1591808103269;24.75;40.4;187027456;76.8;18702259.32
1591808105090;26.775;44.0;181600256;76.9;23775326.84
1591808107129;31.025;45.6;181764096;76.9;21225775.64
1591808108678;24.625;40.8;181866496;76.9;18336024.7
1591808110498;22.475;35.9;182644736;76.8;13619959.88
1591808112091;31.7;44.6;179335168;76.9;18948199.01
1591808113888;17.15;31.3;181481472;76.9;18889167.48
1591808115616;21.95;36.6;181665792;76.7;16051535.74
1591808117413;26.35;40.5;181760000;76.7;35177598.11
1591808119247;27.825;43.9;184864768;76.6;16489294.76
1591808121034;31.2;47.2;181784576;76.6;9505733.76
1591808122702;33.7;49.8;182218752;76.8;52520834.78
1591808124482;24.3;45.8;182304768;76.7;1408401.49
1591808126240;21.475;36.2;183418880;76.8;16577073.41
1591808128205;26.55;41.1;186056704;76.8;13181563.71
1591808129862;25.4;40.4;190746624;76.8;553075.26
1591808131647;15.875;29.0;193699840;76.9;21077904.69
1591808133279;23.025;38.0;198537216;76.8;11054929.32
1591808135158;28.85;43.9;204742656;76.9;4448581.95
1591808136959;25.825;41.0;210874368;77.0;22779357.69
1591808138513;25.65;47.2;216502272;76.9;14250481.15
1591808140338;12.125;24.5;219619328;77.0;9789052.35
1591808141935;34.2;48.0;195731456;76.6;11241677.99
1591808143676;15.45;28.4;195780608;76.7;2857887.84
1591808145498;27.45;42.5;195973120;76.7;34668378.08
1591808147260;28.025;47.1;196177920;76.7;9738422.87
1591808149063;28.975;43.0;196202496;76.9;32990859.57
1591808150885;21.75;37.1;196304896;76.9;22550610.5
1591808152660;34.825;51.1;189644800;76.9;6393095.77
1591808154236;32.9;50.8;189997056;76.9;2955715.34
1591808156003;14.85;28.3;190132224;76.9;5455420.84
1591808157728;24.775;40.9;190255104;76.9;5427582.27
1591808159534;27.05;41.5;190287872;76.9;7934742.22
1591808161141;28.875;44.0;190562304;76.9;20657114.17
1591808162905;19.35;34.0;188506112;76.8;9046123.64
1591808164703;30.1;45.5;188854272;76.8;17585354.13
1591808166515;27.6;41.1;188964864;76.7;12090093.96
1591808168319;30.8;45.9;189026304;76.8;29140509.19
1591808169999;32.125;48.8;182398976;76.6;11820479.02
1591808171745;19.85;34.7;183115776;76.6;11271119.94
1591808173274;25.0;39.4;183037952;76.6;29896296.74
1591808175071;12.0;26.3;183197696;76.6;4594366.69
1591808176730;29.775;44.1;183701504;76.6;19369893.4
1591808178507;20.5;35.8;183914496;76.7;17419278.12
1591808180141;34.425;51.7;187228160;76.7;1557575.36
1591808181967;19.475;34.1;184778752;76.7;3666298.73
1591808183703;33.325;47.7;185032704;76.8;8712937.42
1591808185396;22.075;38.1;185163776;76.7;12965529.32
1591808187205;26.15;39.7;188305408;76.8;1248972.75
1591808188982;31.3;45.3;188481536;76.8;20203283.31
1591808190603;30.7;49.5;189501440;76.8;27840198.7
1591808192374;19.225;32.1;192315392;76.8;4333470.71
1591808194245;24.575;38.9;196734976;76.8;15667240.1
1591808195754;30.425;45.1;189243392;76.7;30624855.56
1591808197548;20.35;32.6;190742528;76.7;13843759.75
1591808199270;29.6;49.7;191004672;76.7;532640.64
1591808201142;20.5;36.1;191148032;76.7;22149336.85
1591808202958;31.7;47.3;192053248;76.8;5232955.71
1591808204776;25.85;40.9;187256832;76.7;848149.6
1591808206593;29.975;45.3;187269120;76.8;31202794.22
1591808208175;23.05;38.5;187285504;76.8;6503341.79
1591808209906;16.425;33.2;187285504;76.7;4449501.89
1591808211708;27.275;40.9;187482112;76.8;1623172.02
1591808213473;33.825;48.6;185266176;76.9;7298451.52
1591808215342;24.1;40.6;183799808;76.8;16553049.9
1591808217098;30.675;45.3;186032128;76.9;1883793.98
1591808218799;25.875;40.3;186159104;77.0;22111737.91
1591808220556;19.95;34.9;186294272;76.8;10136746.49
1591808222306;25.0;42.0;187535360;76.8;17783673.44
1591808224138;20.975;34.2;190279680;76.8;19776179.25
1591808225967;31.4;45.3;184446976;76.7;24166080.08
1591808227741;33.55;49.0;186445824;76.7;6603296.43
1591808229518;25.0;41.5;186798080;76.8;20131126.04
1591808231339;23.475;40.0;187334656;76.6;6129102.01
1591808233123;33.4;48.7;183197696;76.7;8311080.14
1591808234688;24.35;36.0;183255040;76.8;28371499.96
1591808236482;12.75;28.4;183304192;76.7;8146231.62
1591808238179;23.05;35.2;183738368;76.7;8681795.61
1591808239786;20.175;34.6;183865344;76.7;25277303.72
1591808241562;24.525;39.6;181604352;76.6;1072440.97
1591808243234;25.875;41.4;181641216;76.7;13648364.71
1591808244979;24.075;40.7;181764096;76.7;10789230.37
1591808246843;23.45;38.1;181813248;76.7;5014488.03
1591808248503;21.425;35.2;180482048;76.7;1117755.87
1591808250325;23.825;37.8;177881088;76.7;22369454.74
1591808252047;31.05;48.4;178184192;76.6;18257262.24
1591808253831;21.125;35.0;178380800;76.5;1639359.19
1591808255627;25.65;39.0;180961280;76.7;24198321.42
1591808257419;25.65;41.0;181280768;76.5;7881649.74
1591808259019;25.225;39.7;179068928;76.6;15633661.23
1591808260722;19.175;33.0;179359744;76.7;15466166.7
1591808262520;24.3;39.6;180305920;76.7;22850812.92
1591808264250;30.025;44.7;182083584;76.8;4368527.73
1591808265881;21.825;35.1;179417088;76.7;11700206.43
1591808267649;22.375;35.5;179523584;76.6;15190294.33
1591808269467;24.8;40.0;180109312;76.5;4100957.78
1591808271119;27.575;41.8;180215808;76.5;17646379.07
1591808272856;18.875;32.5;180768768;76.5;2471992.16
1591808274585;24.55;39.1;183533568;76.5;10144848.81
1591808276379;20.725;37.8;186990592;76.5;13064707.3
1591808278094;20.0;34.3;190980096;76.5;6096891.18
1591808279903;20.175;33.6;195203072;76.7;23614253.62
1591808281700;26.725;42.8;199618560;76.6;3745847.27
1591808283319;23.475;37.5;186855424;76.6;12696876.94
1591808285057;19.95;36.9;187883520;76.5;31389858.32
1591808286854;22.75;39.4;188190720;76.5;8449986.25
1591808288571;31.525;45.3;188989440;76.7;10257773.52
1591808290258;25.475;38.9;189886464;76.6;8328000.46
1591808291977;21.3;37.1;190038016;76.7;892884.96
1591808293569;25.225;40.5;190234624;76.7;2212247.5
1591808295322;27.475;41.2;185610240;76.8;4467626.17
1591808296957;23.45;38.2;186277888;76.8;31912367.35
1591808298729;19.75;33.4;186462208;76.7;4736140.14
1591808300299;23.675;36.9;186486784;76.8;2894963.56
1591808302248;15.85;30.2;186621952;76.8;7696670.06
1591808303870;28.85;44.0;186785792;76.8;9239572.33
1591808305662;16.1;31.9;188657664;76.8;3083441.9
1591808307349;24.35;41.3;180809728;76.8;16020760.56
1591808308869;21.05;38.1;181153792;76.7;2139946.31
