timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
0;0;0.0;0.0;162.3;74.1;2.26
1571;3;0.0;15.1;162.3;75.3;2.71
3483;17;15.85;54.7;175.26;73.1;5.9
5286;26;35.42;68.9;204.08;73.4;1.77
6982;23;36.75;59.2;214.88;73.8;19.5
8787;25;30.5;57.7;224.87;73.8;5.99
10552;26;37.62;58.7;211.64;73.7;46.24
12324;26;30.98;56.4;214.02;72.5;25.76
14102;24;35.52;58.1;224.22;72.1;32.32
15891;25;34.62;55.8;233.93;72.3;22.73
17631;28;35.1;52.3;218.17;72.2;5.95
19418;26;36.05;56.6;220.53;72.3;35.57
21184;27;31.95;53.1;220.65;72.2;2.01
22968;26;43.35;60.2;231.14;72.5;19.85
24762;22;41.67;65.2;225.03;72.7;51.26
26553;27;26.73;47.2;225.14;72.6;16.06
28293;26;35.3;59.3;227.38;74.3;16.27
30089;26;30.35;50.8;229.1;74.4;24.92
31857;26;33.9;53.1;230.43;74.4;2.82
33660;28;39.38;60.0;239.85;74.8;1.61
35599;22;35.45;55.9;249.82;75.2;57.15
37365;20;26.0;49.6;256.39;74.5;8.84
39288;28;32.73;56.0;265.92;73.8;6.52
41058;28;34.08;52.1;276.25;74.0;31.5
42821;29;28.75;47.9;284.26;74.1;15.91
44591;26;39.83;58.8;293.6;74.3;1.29
46547;24;38.92;59.4;303.95;74.6;23.25
48303;21;29.0;47.4;312.72;74.6;27.18
50047;24;33.92;52.3;321.77;74.8;12.31
51749;24;37.95;54.6;331.52;75.1;2.19
53684;29;34.88;54.0;341.08;75.3;2.02
55450;29;32.45;51.5;351.31;75.5;1.33
57228;25;40.73;60.6;361.4;75.9;45.74
58891;22;33.75;52.3;370.72;76.0;2.36
60644;24;34.67;54.4;379.73;76.2;33.42
62433;28;27.68;48.1;389.73;76.4;34.9
64205;22;35.88;53.7;398.43;76.6;25.86
66002;29;30.32;49.0;406.81;76.7;2.82
67758;27;37.4;52.6;416.51;76.9;7.35
69522;24;28.98;47.4;425.91;77.2;42.57
71284;22;33.02;50.9;433.51;77.1;17.51
73054;25;32.75;49.8;442.58;77.3;31.97
74875;25;32.45;51.3;450.96;77.4;28.54
76649;26;32.12;53.0;459.83;77.6;1.91
78433;28;37.95;57.7;470.22;77.9;2.45
80162;25;37.48;57.1;480.25;78.2;11.44
81896;28;35.7;55.4;491.32;78.3;2.61
83677;25;31.98;51.7;500.19;78.4;29.29
85461;32;32.02;49.0;508.77;78.4;1.63
87520;28;39.55;57.4;519.37;78.7;8.68
89283;26;34.35;51.6;529.38;78.5;21.94
91009;25;34.3;52.7;538.64;78.7;12.73
92913;29;26.8;47.1;547.07;78.7;14.27
94708;26;29.1;46.1;556.01;78.7;36.24
96496;26;29.18;47.9;564.51;78.7;1.5
98569;27;38.05;58.8;575.25;78.9;5.8
100362;28;30.1;50.5;585.3;78.9;1.94
102128;28;39.12;59.0;335.29;76.2;7.45
103838;24;29.88;48.5;334.11;76.2;8.61
105621;24;31.82;49.2;334.83;76.2;28.82
107406;31;34.88;52.2;335.98;76.2;1.27
109499;27;38.17;55.6;336.34;76.5;9.52
