time(timestamp);cpu-usage-pid(%);cpu-usage-total(%);memory-usage-pid(Bytes);memory-usage-total(%);disk-io-utilization(B/s)
1593952573989;0.0;25.0;379953152;55.0;262118.52
1593952575394;0.0;11.8;379953152;55.1;458101.45
1593952576831;10.325;34.1;355266560;54.8;20403612.36
1593952578527;37.4;70.2;374370304;55.1;27827947.68
1593952580205;34.35;68.0;399130624;55.5;16015329.99
1593952581885;37.95;70.8;408526848;55.7;1552508.82
1593952583581;36.825;70.5;418910208;56.1;42996055.41
1593952585248;32.7;66.4;426020864;56.1;1553291.28
1593952586912;36.45;68.8;434757632;56.5;23364536.01
1593952588559;32.375;66.9;442843136;56.8;15484634.81
1593952590254;33.8;69.3;451469312;57.2;2026413.32
1593952592070;33.975;67.2;460021760;57.6;25103642.08
1593952593739;34.425;65.9;468799488;57.9;27683353.27
1593952595440;36.7;68.3;477343744;58.2;17413489.86
1593952597126;31.25;63.3;487657472;58.5;29431853.92
1593952598818;35.55;65.9;495599616;58.5;2305331.0
1593952600504;36.45;73.5;504238080;58.9;49718220.42
1593952602220;31.825;64.4;512393216;59.0;775700.17
1593952603900;37.5;70.0;521744384;59.5;30285785.0
1593952605619;33.625;67.0;530526208;59.7;37735422.58
1593952607324;30.975;66.1;538677248;59.8;7540151.9
1593952609045;38.175;71.3;547713024;60.1;3571285.59
1593952610711;31.775;65.0;555839488;60.4;21436467.45
1593952612429;33.4;76.0;564453376;60.8;7282594.02
1593952614388;31.8;78.9;572702720;61.2;2107973.38
1593952616122;36.275;69.0;582225920;61.6;7933357.8
1593952617887;32.3;78.6;589996032;61.9;8526936.51
1593952619896;34.9;71.1;348721152;58.6;18391086.2
1593952621578;34.35;67.6;349110272;58.9;1411308.25
1593952623355;38.35;70.0;351485952;59.1;31207121.9
1593952625051;35.2;66.6;352047104;59.2;35178600.86
1593952626699;35.625;65.8;353599488;59.2;1642173.91
1593952628436;36.25;69.2;356212736;59.5;26024282.16
1593952630132;37.15;69.9;357974016;59.6;14903288.4
1593952631894;33.475;65.5;359686144;59.6;1224736.33
1593952633587;34.4;66.4;361762816;59.9;1442065.99
1593952635503;36.475;66.5;270221312;58.9;20951363.73
1593952637197;35.775;67.2;270495744;58.9;28695086.58
1593952638883;29.85;61.5;272191488;58.5;10411541.42
1593952640575;34.275;69.3;273342464;58.7;893506.19
1593952642331;36.15;66.7;274694144;58.9;1470508.17
1593952644008;38.65;68.4;277143552;59.1;28956024.41
1593952645666;36.1;68.5;278597632;59.4;60688133.81
1593952647331;29.475;61.1;280010752;59.3;630152.15
1593952649004;37.85;68.5;259493888;59.3;1343303.03
1593952650898;33.825;63.6;258834432;59.3;49897040.38
1593952652576;28.725;59.3;260182016;59.4;8316114.48
1593952654242;35.975;68.3;261865472;59.5;1441580.66
1593952655912;37.375;67.8;263626752;59.8;12384249.63
1593952657560;35.7;65.1;264835072;59.9;9701030.46
1593952659194;32.875;65.6;266862592;60.1;40952954.15
1593952660867;33.4;60.9;268292096;60.3;1343217.21
1593952662566;39.1;71.6;256704512;60.2;1209592.31
1593952664494;32.475;64.7;256913408;60.3;1363708.9
1593952666144;36.9;68.5;257970176;60.5;38810498.01
1593952667870;34.025;61.6;259768320;60.8;32386538.17
1593952669389;3.1;24.6;259932160;60.7;262094.86
