timestamp(ms);elapse-time(ms);tx-load
2606;182;3
2694;258;4
2707;187;3
2899;207;1
3205;500;7
3215;427;6
3301;493;7
3308;508;7
3412;376;7
3594;382;9
3669;371;8
3878;561;10
3887;477;9
3978;471;9
4064;545;10
4070;557;10
4152;485;10
4232;489;10
4382;499;11
4461;488;11
4550;491;12
4741;667;11
4753;605;11
4848;620;11
4937;630;11
4949;638;11
5044;587;10
5142;597;11
5289;540;13
5501;657;14
5580;652;14
5734;778;14
5744;705;13
5820;684;13
5897;682;12
5903;685;12
5996;498;12
6064;489;12
6221;480;13
6338;522;15
6441;547;17
6604;694;13
6615;623;12
6703;642;12
6794;660;14
6801;662;14
6895;565;13
6969;532;14
7127;515;15
7206;507;16
7283;492;15
7416;608;16
7428;539;15
7499;534;13
7577;534;12
7583;535;13
7667;465;12
7737;458;11
7893;470;12
8018;523;13
8116;544;12
8295;707;13
8306;644;12
8407;674;12
8502;692;15
8509;695;15
8599;585;13
8674;564;13
8818;518;15
8891;488;16
8971;474;15
9111;595;15
9120;526;15
9193;525;13
9266;518;12
9272;520;12
9359;471;12
9436;468;11
9596;480;12
9709;520;13
9828;567;12
10013;736;13
10025;672;12
10115;683;12
10206;699;12
10214;701;12
10298;594;11
10379;557;11
10538;518;12
10618;508;12
10697;495;11
11040;819;13
11049;755;12
11141;768;11
11237;781;12
11245;784;12
11378;764;13
11480;787;16
11655;610;16
11738;599;17
11830;600;15
11993;742;17
12005;636;17
12083;608;15
12160;594;14
12165;594;15
12244;512;15
12313;487;14
12449;448;13
12530;452;15
12609;454;15
12755;584;14
12766;526;11
12843;535;11
12927;545;11
12944;558;11
13066;541;9
13161;555;10
13331;571;10
13435;596;11
13692;769;13
13844;891;15
13856;793;13
13941;785;14
14023;779;15
14034;784;14
14119;689;14
14194;506;13
14333;479;14
14412;477;15
14490;471;15
14678;637;16
14689;573;15
14791;602;12
14882;617;12
14889;621;11
15001;593;12
15094;609;13
15267;582;14
15343;556;14
15420;543;14
15549;655;14
15559;565;13
15638;549;13
15708;526;13
15717;528;13
15827;488;13
15905;490;11
16077;521;12
16157;523;11
16228;523;10
16421;700;11
16434;612;10
16666;765;14
16755;755;13
16767;761;13
16869;717;13
16957;732;16
17118;690;15
17201;540;14
17276;524;15
17416;641;17
17425;560;16
17504;553;16
17587;541;14
17594;544;14
17683;488;14
17772;501;11
17918;496;13
18014;514;13
18101;522;13
18295;696;12
18306;628;12
18407;640;13
18497;653;12
18505;657;12
18604;594;13
18697;598;13
18841;540;15
18921;521;15
19015;522;15
19162;651;14
19172;573;13
19257;565;13
19356;584;13
19361;584;13
19443;525;11
19517;508;11
19665;497;13
19750;497;12
19863;511;13
20049;683;12
20061;623;12
20157;644;12
20244;654;12
20252;656;11
20348;602;11
20428;573;12
20569;514;13
20643;491;13
20833;594;14
20989;731;14
20998;655;13
21073;649;13
21148;651;11
21154;654;11
21241;602;12
21316;487;11
21472;478;13
21586;516;15
21684;540;13
21835;674;11
21846;609;10
21941;631;12
22074;691;12
22081;693;12
22229;650;12
22301;621;13
22472;631;14
22560;626;15
22646;579;14
22787;699;14
22797;570;13
22884;588;13
22965;573;13
22973;578;13
23052;496;13
23133;491;12
23328;534;13
23430;550;13
23531;571;14
23729;750;13
23739;692;13
23825;694;15
23898;668;14
23904;668;14
23992;567;13
24063;535;13
24203;469;12
24276;454;12
24351;457;13
24491;582;15
24500;511;14
24737;678;10
24824;693;10
24832;693;10
24967;695;13
25061;713;13
25248;751;15
25332;599;15
25424;605;14
25566;727;15
25575;616;14
25656;599;15
25736;583;14
25742;584;14
25827;497;13
25906;484;15
26060;489;15
26144;493;15
26224;492;14
26360;614;12
26371;546;11
26447;545;11
26529;543;12
26540;550;12
26662;523;11
26763;541;12
26924;559;13
27022;579;13
27109;584;12
27265;717;12
27274;617;12
27352;593;11
27424;582;11
27431;584;11
27524;506;11
27603;499;10
27747;477;10
28027;680;12
28115;694;10
28271;833;12
28282;762;12
28401;803;14
28489;810;15
28496;813;15
28588;566;13
28674;563;14
28863;584;16
28945;554;17
29018;532;17
29153;650;18
29162;577;13
29238;568;13
29311;547;13
29317;547;13
29402;461;13
29476;461;14
29621;463;13
29699;467;15
29770;463;13
29920;596;11
29932;535;11
30048;576;12
30133;589;12
30142;593;12
30250;554;10
30349;583;13
30523;595;14
30615;572;15
30688;561;14
30827;678;13
30837;591;12
30917;574;13
30999;566;13
31006;567;13
31086;474;13
31169;486;12
31309;476;12
31445;532;13
31529;535;13
31734;723;13
31746;665;12
31841;676;12
31928;689;14
31938;694;14
32032;592;13
32125;600;13
32301;561;16
32381;543;17
32450;527;15
32593;648;15
32603;575;14
32682;560;12
32758;542;11
32764;543;11
32841;463;11
32915;468;11
33233;635;13
33314;636;10
33437;683;10
33621;853;14
33632;797;13
33729;820;15
33815;690;15
33821;692;15
33918;609;14
34010;587;14
34155;529;15
34235;509;16
34322;512;17
34465;637;17
34474;559;16
34556;551;13
34631;552;12
34638;556;12
34719;489;12
34793;476;11
34942;472;12
35053;502;11
35198;571;10
35388;744;12
35399;682;11
35496;707;12
35709;845;16
35715;847;16
35806;760;15
35884;691;15
36044;651;17
36122;629;15
36197;491;15
36329;609;15
36338;536;15
36412;535;16
36490;528;16
36496;531;16
36583;466;13
36660;465;13
36842;509;13
36943;534;13
37040;555;12
37209;709;13
37217;640;12
37311;655;13
37401;666;12
37407;667;12
37487;557;11
37565;529;12
37715;501;13
37811;506;15
37906;509;14
38089;676;12
38100;617;11
38203;643;12
38276;638;12
38281;639;12
38363;558;11
38460;559;10
38677;583;10
38779;581;10
38888;617;12
39270;985;14
39282;924;14
39387;934;14
39473;896;14
39480;899;14
39569;797;13
39659;779;15
39822;548;13
39900;519;15
40006;539;16
40185;701;18
40196;632;18
40299;646;17
40393;663;12
40404;671;12
40529;636;11
40636;636;13
40809;619;15
40905;611;15
41007;624;14
41175;762;14
41184;666;14
41266;638;14
41335;615;13
41343;620;13
41429;529;12
41514;513;14
41666;488;14
41742;481;15
41820;491;16
41967;621;12
41977;555;11
42063;556;11
42152;561;12
42158;564;11
42276;542;11
42370;555;10
42555;583;11
42692;635;13
42796;652;12
42968;805;13
42978;711;13
43078;715;13
43172;720;14
43180;724;14
43282;597;13
43363;574;13
43509;536;13
43603;531;13
43687;520;15
43868;684;14
43882;607;11
44029;670;10
44136;706;9
44144;711;9
44266;669;9
44361;680;10
44781;906;15
44875;858;14
45037;909;14
45171;1022;16
45179;921;15
45257;903;16
45337;881;18
45343;884;18
45420;550;14
45497;466;13
45641;466;16
45717;466;15
45796;465;16
45969;622;11
45985;570;10
46102;612;11
46200;631;11
46207;636;11
46310;598;10
46406;616;12
46575;601;13
46733;641;14
46810;615;15
46948;736;14
46958;653;14
