timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
1070119;22;38.12;83.0;236.79;79.1;48.88
1072042;19;30.7;72.5;237.04;79.1;1.31
1073900;20;35.3;78.9;237.1;79.1;8.9
1075806;24;36.67;84.5;238.35;79.2;3.65
1077902;21;30.77;75.5;239.25;79.3;19.76
1079818;23;36.17;79.5;240.54;79.3;1.85
1081742;22;37.8;82.9;241.78;79.5;7.5
1083616;22;33.75;80.6;243.09;79.4;14.03
1085526;23;37.5;80.9;244.24;79.5;1.24
1087567;23;36.35;79.6;245.83;79.5;1.75
1089555;24;38.08;81.6;212.58;79.2;20.72
1091489;20;31.3;77.9;212.75;79.4;1.9
1093431;23;41.4;84.2;213.25;79.5;1.93
1095270;20;35.25;80.5;213.71;79.5;1.29
1097198;24;39.33;84.0;213.86;79.6;2.89
1099174;22;37.9;84.8;214.85;79.8;8.96
1101450;25;31.35;70.2;216.1;79.7;7.65
1103430;25;36.42;84.0;219.55;79.6;42.76
1105390;22;33.58;75.4;193.72;79.4;16.1
1107334;20;36.6;79.6;194.68;79.5;17.6
1109248;20;34.85;80.0;195.83;79.6;19.33
1111170;22;38.2;84.8;197.02;79.5;2.78
1113080;20;38.73;80.4;197.54;79.6;11.7
1115046;23;40.27;86.6;198.59;79.4;35.15
1116991;20;30.2;75.3;200.17;79.5;1.42
1118946;20;39.4;84.5;194.06;79.3;6.21
1120942;23;36.42;82.6;194.31;79.4;8.19
1122776;19;32.4;76.6;194.55;79.4;1.85
1124747;25;37.1;86.8;194.65;79.6;38.57
1126809;20;34.1;74.9;195.27;79.5;6.72
1128779;22;36.7;84.4;196.02;79.5;2.52
1130718;22;38.9;86.2;189.9;79.6;1.31
1132650;22;37.1;80.2;190.27;79.6;1.57
1134524;22;31.45;78.7;190.41;79.5;27.93
1136498;22;37.1;78.3;191.22;79.5;22.58
1138522;22;35.0;79.5;191.89;79.4;2.09
1140521;20;36.92;81.8;193.61;79.6;22.05
1142473;20;37.08;80.2;191.15;79.5;33.12
1144432;19;37.33;79.4;192.19;79.4;1.97
1146356;21;39.42;86.2;192.42;79.5;28.3
1148266;20;30.93;73.1;193.2;79.2;11.12
1150249;19;35.83;81.0;194.08;79.1;18.1
1152130;20;35.95;79.8;185.11;79.2;1.81
1154068;22;39.73;86.4;185.63;79.3;41.29
1155985;19;30.75;70.9;187.8;79.3;9.22
1157933;22;38.4;84.4;189.01;79.4;2.94
1159897;21;39.08;88.8;185.11;79.6;4.24
1161872;19;33.52;83.4;181.1;79.4;27.11
1163792;23;33.33;76.5;181.21;79.4;7.96
1165747;20;40.2;85.3;184.39;79.4;4.03
1167785;22;34.8;80.2;184.43;79.4;9.29
1169839;25;37.1;84.7;180.36;79.3;37.94
1171767;20;31.5;74.3;181.98;79.3;2.31
1173732;21;36.52;81.3;182.76;79.4;27.6
1175684;21;34.2;75.6;183.23;79.3;21.31
1177619;20;39.3;81.3;180.28;79.2;9.1
1179586;21;34.92;90.3;180.52;79.1;2.46
1181540;20;39.0;87.7;169.55;79.2;14.2
1183718;24;32.2;73.7;171.47;79.2;2.72
1185642;21;35.98;83.0;171.62;79.2;15.25
1187646;23;39.75;81.5;168.42;79.3;28.24
1189582;20;35.15;78.9;168.64;79.3;3.06
1191531;20;36.2;82.2;170.63;79.3;2.04
1193481;23;36.6;82.1;170.68;79.5;25.64
1195317;18;29.5;72.2;170.69;79.4;7.98
1197191;20;42.08;82.7;170.7;79.4;1.95
1199127;23;37.7;83.9;170.7;79.5;7.65
1201301;20;33.27;74.4;171.69;79.3;12.67
1203264;23;37.3;83.2;172.62;79.5;1.87
1205182;20;41.27;86.6;172.84;79.4;10.07
1207010;19;32.48;77.9;173.02;79.3;10.7
1209042;25;38.85;83.2;174.24;79.5;4.72
1211094;20;35.88;79.6;176.41;79.5;1.45
1213117;23;35.77;80.2;176.48;79.6;1.82
1215075;23;36.8;83.7;176.71;79.7;45.17
1216975;19;32.38;75.3;176.46;79.7;9.55
1218893;21;33.6;79.8;182.75;79.7;1.6
1220837;23;38.8;83.6;191.21;79.9;48.26
1222824;20;32.3;72.5;196.48;79.7;4.51
1224744;18;40.85;85.0;184.97;79.8;23.67
1226661;19;33.33;78.1;185.05;79.8;19.41
1228645;20;33.92;82.4;181.83;79.7;1.23
1230617;21;36.02;86.3;184.07;79.8;13.75
1232581;20;37.8;81.1;184.22;79.8;1.25
1234717;22;35.4;76.0;180.05;79.8;12.23
1236633;22;39.23;85.2;180.45;79.8;37.53
1238541;20;34.62;76.0;181.04;79.7;2.69
1240488;19;38.12;82.8;180.56;79.5;24.69
