timestamp(ms);elapse-time(ms);cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
0;;0.0;0.0;119.53;59.3;0.31
1430;;0.0;16.3;119.53;59.4;1.81
2711;282
2858;;11.15;33.0;132.82;59.6;9.65
2861;419
2872;287
3167;309
3564;694
3576;550
3670;630
3678;629
3784;471
3961;388
4048;385
4289;602
4301;519
4390;514
4484;598
4490;610
4586;543
4612;;39.95;72.8;157.21;60.0;20.17
4740;611
4951;655
5050;665
5184;704
5366;871
5376;792
5580;857
5676;824
5685;827
5787;742
5883;703
6053;681
6135;560
6232;561
6314;;36.48;67.6;167.85;60.2;1.34
6426;736
6439;656
6543;667
6639;672
6646;676
6754;622
6866;637
7058;623
7146;608
7235;599
7397;743
7411;662
7500;638
7576;608
7583;610
7680;538
7759;528
7926;518
7995;;39.48;65.7;177.49;60.5;2.11
8007;511
8108;535
8337;749
8348;672
8464;709
8701;855
8714;862
8861;859
8943;838
9089;746
9180;721
9268;576
9420;676
9429;573
9506;567
9599;583
9605;585
9691;515
9765;501
9929;;34.88;64.8;168.51;60.5;27.18
9930;505
10052;550
10158;566
10342;732
10353;666
10453;693
10553;709
10562;715
10650;607
10731;580
10910;561
11096;647
11181;635
11342;773
11353;707
11440;714
11516;698
11521;696
11607;515
11618;;35.2;64.8;171.59;60.7;1.29
11721;544
11934;586
12029;593
12291;780
12457;929
12466;866
12556;847
12629;794
12637;798
12728;704
12807;520
12971;507
13055;503
13131;507
13293;647
13305;581
13397;594
13474;;34.45;64.4;179.54;61.1;4.5
13486;602
13492;605
13594;543
13742;617
13929;627
14032;640
14315;834
14468;971
14480;892
14566;830
14660;821
14665;822
14752;722
14824;513
14971;496
15055;493
15131;476
15272;600
15281;533
15374;554
15375;;29.93;63.5;190.66;61.3;12.95
15491;594
15504;603
15612;561
15706;579
15882;605
15975;605
16066;587
16269;758
16278;672
16373;672
16464;674
16471;676
16563;594
16645;584
16806;532
16890;522
16969;510
17056;;37.85;68.7;178.6;61.4;40.69
17143;665
17169;610
17287;646
17386;655
17393;656
17495;609
17595;632
17921;769
18011;730
18097;716
18256;856
18266;781
18527;939
18612;927
18619;925
18706;701
18784;;31.55;64.5;180.63;61.3;18.02
18802;711
19004;742
19097;575
19187;582
19369;745
19379;677
19467;675
19551;643
19557;644
19650;560
19835;651
20006;631
20091;628
20172;626
20322;757
20332;686
20425;596
20486;;35.55;68.5;180.14;61.5;21.43
20537;617
20546;622
20658;571
20755;586
20931;603
21023;604
21124;596
21282;728
21291;639
21371;622
21449;611
21455;611
21535;513
21613;495
21766;479
21915;548
21999;555
22140;680
22152;621
22192;;35.1;65.8;184.65;61.4;8.96
22268;660
22375;687
22384;693
22487;577
22573;581
22884;736
22973;709
23067;696
23223;832
23237;756
23380;813
23470;811
23476;811
23567;597
23652;591
23802;566
23888;512
23972;506
24062;;33.33;62.1;194.75;61.6;31.71
24166;684
24178;615
24287;640
24384;657
24391;660
24495;615
24610;643
24789;616
24867;584
24947;568
25093;695
25103;613
25189;585
25272;565
25279;568
25548;685
25641;698
25755;;34.02;63.5;203.09;61.9;14.06
25829;729
25937;755
26050;782
26250;966
26260;716
26358;721
26444;723
26452;727
26628;700
26720;674
26880;624
26953;599
27029;587
27176;719
27186;562
27278;562
27413;611
27424;618
27450;;36.48;67.3;186.32;61.8;1.97
