timestamp(ms);elapse-time(ms);tx-load
2634;180;3
2722;255;4
2733;180;3
2932;212;1
3240;509;6
3254;429;6
3346;496;7
3356;515;7
3477;430;7
3673;424;9
3790;448;9
4024;659;10
4036;574;10
4136;567;9
4226;641;11
4240;662;10
4327;543;10
4413;539;10
4589;558;13
4704;574;12
4818;599;13
5009;763;13
5024;699;12
5142;733;13
5242;748;14
5253;752;14
5341;645;13
5423;613;13
5594;575;15
5678;538;15
5758;522;13
5908;649;14
5921;584;14
6012;593;11
6136;625;12
6143;627;12
6281;608;10
6397;644;12
6620;702;13
6720;714;14
6821;691;12
7004;852;14
7017;742;14
7110;731;13
7192;683;13
7202;680;13
7302;590;14
7386;574;14
7556;547;13
7638;533;15
7729;541;16
7888;677;13
7901;604;11
7989;607;11
8105;634;12
8121;643;12
8235;601;11
8342;620;12
8529;634;13
8631;646;13
8737;638;14
8932;802;14
8943;715;14
9037;705;13
9136;710;15
9143;711;15
9238;614;14
9320;588;13
9475;538;13
9554;521;13
9641;509;15
9813;663;14
9834;602;14
9970;655;12
10086;689;11
10097;696;11
10201;652;12
10296;659;13
10486;663;14
10567;602;14
10653;579;14
10806;703;16
10822;627;16
10906;614;16
10989;601;15
10999;606;15
11085;523;15
11169;521;13
11244;432;12
11329;428;13
11415;431;14
11421;341;13
11509;345;12
11708;383;9
11804;396;7
11896;392;7
11996;292;7
12001;202;6
12105;115;5
12233;132;1
