timestamp(ms);elapse-time(ms);cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
0;;0.0;0.0;220.69;44.7;0.0
1406;;0.0;13.0;220.69;44.7;0.24
2588;173
2682;255
2694;183
2835;;10.18;33.7;222.4;44.8;7.69
2923;244
3250;558
3264;484
3359;569
3367;568
3485;443
3708;451
3793;440
4087;709
4098;616
4185;615
4273;687
4281;704
4370;581
4477;603
4549;;31.82;71.8;213.69;44.9;14.41
4724;632
4824;644
4934;665
5123;833
5137;769
5244;770
5331;758
5339;752
5427;609
5506;587
5671;538
5756;519
5874;549
6035;689
6046;625
6131;629
6218;629
6226;632
6282;;32.2;71.7;214.56;45.1;5.11
6337;585
6470;602
6667;624
6762;636
6857;647
7030;795
7041;715
7130;669
7230;661
7240;665
7346;591
7429;577
7602;564
7690;565
7774;549
7955;703
7968;627
8027;;36.38;75.5;218.15;45.2;0.57
8068;645
8190;674
8202;681
8306;623
8408;639
8626;663
8724;665
8818;633
8977;766
8991;689
9083;681
9165;659
9173;660
9268;548
9352;544
9514;528
9600;523
9686;526
9761;;33.12;72.2;223.35;45.4;34.43
9892;711
9911;648
10035;688
10134;700
10144;706
10243;647
10341;662
10518;617
10600;570
10686;561
10850;699
10866;630
10958;622
11042;611
11050;612
11127;534
11209;528
11320;464
11413;472
11494;;29.27;75.0;232.53;45.6;0.62
11541;505
11555;435
11683;479
11777;390
11867;344
11974;302
12068;298
12076;214
12167;104
12242;78
13191;;13.88;41.0;236.08;45.7;0.62
