timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
176097;24;34.12;56.5;226.19;71.1;29.1
177707;22;31.55;59.6;228.13;71.1;10.9
179423;23;40.67;62.9;228.19;71.2;15.04
181110;21;33.35;61.1;228.68;71.2;18.12
182818;24;36.25;59.9;231.42;71.3;2.02
184488;22;38.55;60.0;227.09;71.3;7.23
186279;22;35.42;56.9;228.88;71.1;2.23
187885;27;37.85;61.9;227.7;71.3;34.34
189516;23;41.83;67.0;223.43;71.2;40.81
191130;20;31.55;55.4;224.03;71.1;6.06
192846;23;34.77;58.2;225.63;71.1;29.28
194484;22;33.58;58.4;225.65;71.1;2.48
196089;23;35.67;62.2;231.61;71.2;1.86
197954;23;32.77;59.9;226.77;71.2;1.46
199565;26;36.9;60.9;225.11;71.3;1.44
201185;24;38.23;63.5;226.98;71.6;37.87
202797;20;27.18;48.8;227.01;71.3;1.84
204440;24;38.1;63.1;224.63;71.4;33.2
206035;23;30.88;52.9;224.99;71.4;31.97
207655;21;33.9;58.9;224.47;71.4;1.43
209273;22;39.9;61.9;224.92;71.4;17.67
210911;22;37.5;59.4;220.84;71.3;28.38
212517;24;35.9;61.5;222.43;71.3;17.42
214393;21;25.82;49.0;224.04;71.3;1.44
216030;25;32.62;60.0;226.63;71.4;31.93
217678;21;31.6;55.2;226.84;71.3;27.41
219303;22;29.57;53.7;227.13;71.2;1.89
220905;25;37.75;61.0;228.05;71.4;2.24
222530;24;38.23;64.1;228.46;71.6;15.4
224399;22;31.25;56.4;231.47;71.5;19.15
226035;19;40.88;64.6;229.13;71.4;1.82
227639;23;38.58;64.9;228.72;71.4;11.11
229210;20;34.15;63.0;230.97;71.5;6.53
230824;24;29.62;51.5;231.12;71.4;1.18
232463;24;40.23;63.0;228.02;71.5;4.58
234088;24;39.9;62.6;228.81;71.6;47.16
235762;18;26.18;46.0;227.63;71.4;25.17
237378;20;34.23;60.4;228.32;71.5;6.45
238972;22;36.75;59.8;228.81;71.6;30.12
240590;22;29.32;49.4;233.13;71.7;2.84
242295;24;42.67;64.0;231.21;71.6;15.45
243920;22;37.98;64.8;230.89;71.6;2.32
245527;25;35.7;58.8;233.67;71.7;63.38
247135;21;28.15;49.8;233.84;71.6;8.73
248866;22;34.92;57.1;233.96;71.6;1.63
250486;20;43.23;64.0;229.79;71.6;38.38
252081;19;29.15;54.4;230.5;71.6;2.15
253726;25;35.15;61.8;230.05;71.7;18.12
255356;22;32.92;60.9;231.82;71.8;1.39
256992;26;41.17;65.2;232.39;72.0;42.71
258590;19;24.25;48.2;234.39;71.8;11.59
260232;23;38.58;65.2;232.6;71.8;2.01
261981;23;31.48;55.0;232.84;71.9;36.09
263597;20;28.88;51.0;233.16;71.8;1.41
265218;24;40.15;59.7;234.07;71.8;2.9
266868;22;40.33;62.5;225.21;71.7;38.11
268474;23;36.52;59.4;227.54;71.9;5.03
270397;23;31.25;54.9;227.63;71.8;23.57
272035;27;32.7;54.9;228.75;71.9;2.0
273658;22;39.9;62.6;228.81;71.8;34.68
275296;21;28.32;55.1;233.68;71.9;13.31
276916;22;36.77;61.5;229.72;71.8;2.26
278535;21;38.6;64.8;231.1;71.9;1.17
280547;25;32.55;53.2;231.46;71.8;8.86
282152;19;35.7;57.7;232.67;71.9;36.41
283776;23;34.85;56.1;232.6;71.9;9.09
285411;21;35.1;55.4;237.19;71.9;7.15
287190;20;30.7;53.3;232.52;71.8;11.84
288780;25;37.25;60.7;233.34;71.8;5.34
290393;23;34.2;61.1;233.45;71.8;56.41
291987;20;27.48;50.2;235.16;71.8;10.85
293593;21;33.73;58.4;205.44;71.8;1.09
295202;22;36.9;66.7;195.85;71.1;12.11
297081;22;32.92;54.5;196.99;71.1;1.92
298696;25;36.05;59.0;197.69;71.2;1.83
300307;24;41.27;62.3;198.53;71.4;6.26
301993;23;36.33;60.6;201.54;71.4;9.33
303846;24;31.57;51.9;199.62;71.2;16.4
305453;24;34.95;58.0;199.19;71.2;26.52
307092;23;35.7;59.1;199.02;71.3;17.67
308719;19;36.55;58.5;200.86;71.2;13.94
310315;24;35.55;59.9;200.58;71.2;2.6
311960;22;41.5;65.6;198.61;71.3;31.41
313587;21;34.12;58.4;199.01;71.2;1.12
315442;23;34.33;55.4;199.82;71.2;17.36
317065;23;33.17;55.2;200.24;71.1;15.57
318684;23;37.25;61.7;201.76;71.1;1.63
320387;21;39.42;61.3;202.04;71.1;2.17
322003;23;37.38;60.1;202.8;71.3;1.15
323614;25;39.33;64.3;201.78;71.3;32.7
325239;20;27.65;52.1;202.69;71.1;4.0
326870;21;37.12;65.4;204.9;71.1;25.38
328514;24;33.8;56.9;195.89;71.1;2.09
330125;23;38.12;63.5;196.56;71.2;2.03
331665;21;30.55;54.2;197.17;71.1;1.12
333299;27;37.02;60.3;197.6;71.2;2.69
334917;24;38.23;62.4;199.34;71.3;3.98
336917;23;28.9;55.7;199.84;71.1;10.43
338545;25;33.17;58.0;198.97;71.1;41.91
340163;21;30.77;53.0;199.86;71.1;24.06
341781;19;34.48;63.7;200.43;71.0;18.54
343411;20;36.77;60.5;192.32;70.9;12.09
345008;23;39.55;58.2;193.77;70.9;2.52
346626;24;36.9;59.3;194.51;71.0;2.87
348537;24;32.58;54.0;195.78;71.0;10.13
350123;24;35.05;56.3;198.66;70.9;31.34
351782;21;34.45;60.4;205.71;71.0;11.09
353412;19;33.8;56.2;197.82;71.0;25.71
355033;23;37.15;57.9;196.84;71.0;1.79
356657;22;39.17;64.1;198.17;71.1;47.62
358269;20;31.77;54.0;199.36;71.2;1.93
359868;20;37.88;61.3;200.31;71.2;25.23
361519;21;35.95;54.8;197.57;71.2;18.36
363119;21;31.8;53.0;200.0;71.2;4.75
364677;23;37.62;62.1;200.61;71.3;21.2
366390;25;35.9;59.7;201.4;71.4;1.72
367975;22;43.65;67.2;200.45;71.3;42.53
369581;21;33.33;55.8;204.87;71.2;1.94
371208;21;41.58;64.2;214.59;71.4;1.43
372870;25;38.77;61.8;204.47;71.4;31.32
374483;23;35.92;60.8;205.3;71.5;8.65
376056;20;32.92;56.3;205.72;71.3;1.78
377683;26;38.7;62.5;206.57;71.4;34.62
379337;20;30.65;57.4;207.23;71.3;23.91
380968;19;31.73;57.6;208.54;71.3;1.12
382533;20;35.0;58.9;213.26;71.4;1.76
384179;23;38.67;60.0;204.98;71.4;2.61
385817;22;37.02;60.0;206.68;71.4;7.9
387327;20;30.68;57.5;208.35;71.3;13.11
388939;26;38.12;62.6;209.53;71.4;1.52
390552;23;38.1;57.8;210.0;71.5;10.66
392441;22;26.65;49.0;212.28;71.3;12.72
394030;22;29.4;51.8;217.16;71.4;14.09
395640;20;34.7;58.5;224.01;71.4;32.78
397288;20;32.55;63.5;230.3;71.4;5.29
398897;23;33.75;57.2;237.52;71.5;36.49
400512;20;30.57;54.2;244.08;71.5;3.55
402142;20;39.42;63.0;251.64;71.7;33.44
403764;20;32.45;55.8;257.59;71.7;1.57
405400;23;35.02;58.5;264.88;71.8;1.9
407214;21;39.23;59.6;223.91;71.2;33.66
408828;23;30.6;48.4;224.98;71.2;1.67
410426;21;38.98;62.9;225.61;71.4;1.84
412028;23;37.38;63.4;226.18;71.6;26.15
413652;21;34.38;59.2;227.36;71.6;5.28
415173;19;27.05;48.9;228.19;71.6;2.05
416779;25;36.17;58.3;229.62;71.6;48.5
418387;20;30.07;56.7;232.83;71.6;20.16
420014;20;34.62;59.9;234.12;71.5;20.09
421619;21;34.95;58.9;212.27;71.3;1.15
423218;23;37.75;60.0;214.81;71.4;2.2
424839;22;36.55;62.9;215.3;71.5;1.71
426694;21;31.57;53.7;215.52;71.5;27.91
428348;24;33.95;58.0;216.26;71.5;1.32
429959;22;34.95;59.3;217.49;71.6;13.14
431593;20;32.6;56.0;207.19;71.4;15.93
433327;23;34.48;57.3;207.95;71.4;2.37
434931;21;38.85;64.0;209.11;71.4;41.53
436564;24;31.0;54.2;209.17;71.3;1.16
438208;19;37.85;64.5;209.22;71.5;22.87
439834;26;29.75;53.7;210.01;71.4;29.46
441461;20;33.9;55.1;214.16;71.5;15.47
443156;18;34.73;59.3;207.43;71.4;1.76
444788;24;44.52;67.4;208.45;71.5;33.58
446425;20;33.17;54.4;208.57;71.5;23.91
448024;21;35.92;59.5;209.08;71.4;8.45
449671;20;32.38;55.8;210.0;71.3;1.83
451286;22;38.12;62.8;201.96;71.3;28.47
452895;21;35.9;55.9;201.27;71.4;1.13
454725;23;31.8;49.9;201.26;71.4;4.15
456471;24;36.48;61.1;202.94;71.2;24.9
458120;20;33.02;58.1;198.5;71.1;1.75
459735;20;38.6;62.2;198.62;71.1;1.12
461359;22;41.1;64.0;199.9;71.3;8.37
462991;20;37.6;60.1;199.93;71.3;40.46
464580;20;32.67;58.4;200.11;71.1;9.84
466237;18;37.98;60.0;198.29;71.1;33.81
467853;21;33.65;55.5;197.35;71.1;1.23
469485;20;36.77;60.0;198.89;71.2;1.53
471259;20;33.98;55.9;192.42;71.1;21.82
472874;23;41.52;69.9;194.2;71.0;26.86
474471;19;29.15;52.9;195.33;70.9;22.41
476083;20;36.9;60.6;196.03;70.9;26.21
477693;20;33.25;56.4;196.91;70.9;0.82
479315;20;38.95;61.0;198.01;71.1;26.2
480926;20;30.82;58.0;197.64;70.9;1.75
482546;21;37.5;61.3;199.5;71.0;17.84
484166;22;39.67;61.6;199.68;70.9;1.22
485815;22;39.77;62.0;200.15;71.1;33.57
487432;19;29.07;49.7;202.06;70.9;1.97
489067;19;35.1;61.1;200.18;71.0;38.32
490653;17;35.05;57.3;200.92;70.9;18.23
492355;19;34.4;62.0;201.97;71.0;19.24
493993;18;34.52;62.2;202.21;71.0;1.1
495625;24;37.25;61.5;203.36;71.0;2.21
497263;22;41.17;63.5;198.07;71.0;1.5
499113;22;31.8;53.4;199.0;71.0;1.67
500720;24;41.25;64.9;199.9;71.1;6.53
502321;21;35.2;59.6;200.02;71.1;17.93
503855;19;28.82;51.3;200.21;71.0;1.72
505490;23;42.08;62.6;197.47;71.1;34.45
507097;19;33.98;54.9;197.49;71.1;1.8
508704;21;36.17;61.1;199.18;71.1;1.12
510494;22;33.9;54.2;198.48;71.0;15.07
512119;23;34.62;60.4;199.34;71.0;22.63
513731;21;41.52;63.3;196.58;70.9;34.09
515374;18;29.05;51.2;197.04;70.9;25.41
516986;20;34.0;56.8;198.16;70.9;1.2
518596;21;34.45;59.5;198.24;71.0;37.59
520221;18;28.6;51.5;198.39;71.0;1.8
521824;20;35.7;57.1;194.97;71.0;1.87
523439;22;35.45;61.8;197.39;71.2;3.78
525049;20;35.42;57.7;197.01;71.3;68.5
526683;18;30.25;52.1;198.73;71.2;1.11
528294;20;34.45;57.5;199.15;71.3;37.8
529921;19;33.65;56.1;195.58;71.1;22.4
531532;20;33.25;56.0;197.75;71.1;9.08
533128;21;33.58;50.0;198.28;71.3;17.59
534765;19;29.27;54.3;198.89;71.3;27.53
536383;21;32.2;55.0;199.16;71.2;11.13
538040;19;36.55;61.7;202.65;71.3;24.81
539699;21;37.5;59.2;198.54;71.3;10.89
541303;20;40.2;62.4;200.44;71.4;25.71
542911;20;29.85;52.8;201.05;71.3;1.17
544556;21;34.9;56.8;201.18;71.5;2.27
546204;21;34.27;59.2;201.83;71.7;2.52
547829;22;39.9;62.2;198.12;71.8;5.18
549843;23;28.48;45.8;199.43;71.8;1.11
551459;26;37.15;56.9;199.48;71.9;38.64
553090;20;32.6;59.9;200.0;71.9;1.51
554810;19;32.52;55.6;201.09;72.0;2.01
556562;23;35.5;57.5;199.97;72.0;16.02
558195;21;38.8;64.7;201.21;72.1;32.46
559833;20;29.07;53.6;202.43;72.0;1.64
561449;19;37.25;60.4;202.79;72.2;24.24
563087;22;35.95;56.7;202.83;72.3;25.94
564706;17;32.77;53.7;198.25;72.3;10.66
566361;18;31.12;53.7;199.12;72.4;9.94
567979;21;38.95;62.3;199.96;72.4;23.4
569592;19;27.18;46.6;200.08;72.4;21.75
571199;19;33.5;56.7;200.11;72.5;1.61
572868;19;39.73;61.1;193.52;72.6;1.31
574487;22;40.55;62.6;194.36;72.8;24.9
576378;20;33.25;52.1;194.5;72.8;10.29
577993;18;39.67;59.6;195.65;72.9;27.36
579619;19;35.58;55.5;195.82;72.8;1.05
581255;19;35.1;56.4;196.23;73.0;1.04
582841;23;36.02;62.9;197.5;73.1;20.26
584452;20;33.25;58.7;197.7;73.1;8.54
586082;20;30.05;50.2;199.75;73.2;36.44
587708;18;32.7;52.5;200.07;73.1;1.56
589323;19;32.2;52.4;205.59;73.3;0.8
590975;20;41.52;61.7;198.62;73.4;30.43
592603;19;32.7;51.8;200.22;73.3;1.64
594226;21;35.83;61.0;200.49;73.5;23.4
595858;20;33.42;50.8;200.83;73.6;30.64
597466;18;31.55;56.9;200.92;73.6;15.88
599085;18;33.9;54.7;202.84;73.7;14.16
600729;19;39.3;64.1;203.09;73.8;8.91
602351;20;35.33;58.5;202.72;73.8;31.2
603965;19;32.5;54.0;202.84;73.8;1.65
605594;18;34.62;57.7;203.21;73.9;16.72
607210;20;34.38;56.5;204.08;73.9;35.48
608859;20;31.45;53.6;205.59;73.8;22.5
610502;16;33.8;56.4;201.71;73.7;9.27
612103;19;35.2;57.0;202.16;73.8;1.9
613712;18;35.67;58.7;202.32;73.8;15.06
615566;20;29.68;50.2;202.46;73.7;2.71
617211;21;36.55;58.0;192.63;73.7;7.27
618858;19;37.88;58.7;193.02;73.8;1.96
620482;20;37.5;60.3;193.16;73.9;0.79
622360;20;28.32;47.8;193.64;73.8;8.92
623981;20;35.83;60.3;191.57;73.8;3.1
625628;20;34.75;58.1;193.13;73.9;34.28
627247;19;31.73;47.6;193.44;73.9;19.0
628851;20;29.85;48.9;192.71;73.9;1.02
630488;20;33.42;55.7;194.71;73.9;17.74
632121;19;29.52;52.0;194.29;73.9;7.09
633790;19;29.9;51.2;195.86;73.7;1.83
635499;20;28.23;49.0;196.16;73.7;1.31
637120;21;36.55;57.2;197.67;73.9;32.25
638725;17;27.2;47.6;197.69;73.7;14.46
640366;16;30.0;55.1;199.91;73.7;1.67
642001;21;37.75;56.7;197.37;73.8;1.72
643643;20;38.08;61.9;198.35;74.0;1.87
645261;20;33.42;52.8;198.84;74.1;12.42
647209;20;29.45;51.9;199.05;73.8;8.39
648844;21;36.65;59.3;193.86;73.8;33.25
650471;17;28.38;49.3;194.98;73.7;1.1
652118;18;34.45;57.7;195.78;73.8;21.18
653707;20;35.65;56.5;195.6;73.8;1.84
655297;17;36.52;60.5;196.1;73.7;31.9
656941;20;32.88;54.0;198.48;73.7;1.92
658636;19;38.98;61.5;197.69;73.7;4.88
660316;20;32.5;55.2;198.14;73.7;1.04
661893;19;37.35;60.2;199.45;73.7;1.61
663512;19;31.25;53.1;199.64;73.7;29.01
665166;18;30.68;50.0;199.75;73.6;1.63
666832;19;37.98;59.6;195.2;73.8;33.46
668455;20;28.85;50.0;197.1;73.7;7.62
670087;18;32.12;54.4;197.31;73.7;1.68
671728;20;36.67;64.6;194.9;73.8;29.23
673478;19;32.6;51.9;194.23;73.8;1.73
675109;18;35.83;57.5;194.85;73.8;4.19
676731;20;34.38;55.9;195.69;73.8;2.35
678404;19;38.08;60.1;195.78;73.7;14.05
680211;18;31.25;53.6;195.17;73.7;1.41
681829;20;36.42;58.3;197.22;73.7;31.64
683481;20;33.02;55.3;202.15;73.7;16.54
685151;17;36.92;60.4;200.82;73.7;1.86
686815;20;40.33;62.1;201.06;73.8;1.67
688426;19;36.88;62.3;201.26;73.8;23.67
690052;19;31.73;54.2;201.56;73.8;4.63
691930;20;28.52;46.7;201.53;73.8;1.63
693566;20;33.9;56.6;202.62;73.9;35.16
695242;18;34.48;56.7;207.27;73.8;1.31
696911;18;36.8;58.0;212.59;73.8;0.99
698539;22;37.85;60.0;218.85;74.0;1.09
700180;20;31.68;55.8;224.47;74.1;27.53
701850;18;27.35;53.2;228.85;73.9;5.84
703488;18;37.15;58.0;234.23;73.9;1.59
705113;21;33.9;55.4;239.96;74.1;1.24
706753;19;36.17;55.1;210.92;73.6;1.55
708567;18;28.02;47.2;211.58;73.5;1.6
710195;21;33.33;52.6;212.66;73.7;1.92
711816;19;36.17;61.0;212.93;73.8;54.7
713446;17;26.9;45.4;213.74;73.6;0.99
715062;17;34.23;54.1;214.22;73.7;1.68
716682;19;34.85;61.7;214.64;73.8;30.77
718387;18;25.23;40.4;215.79;73.7;1.25
720048;17;29.25;46.8;217.74;73.8;1.15
721702;20;37.98;57.9;204.6;73.7;13.43
723281;17;31.68;50.7;204.67;73.7;1.33
724993;18;31.12;52.0;206.35;73.7;1.5
726632;19;33.8;55.7;207.34;73.7;23.61
728255;19;33.5;54.1;208.02;73.7;10.52
730003;19;34.38;51.0;196.37;73.5;7.76
731659;20;36.1;62.1;196.43;73.5;1.52
733256;19;32.02;52.9;196.83;73.6;40.96
734913;18;28.55;49.5;197.46;73.6;1.8
736533;17;34.23;54.6;197.47;73.7;0.95
738100;18;33.92;53.7;194.38;73.8;1.55
739723;18;31.77;49.2;194.55;73.8;41.31
741366;15;28.07;48.8;194.93;73.6;16.57
743018;15;30.7;51.7;195.04;73.6;1.36
744637;18;31.5;50.1;195.76;73.7;23.08
746359;18;29.32;46.6;196.92;73.7;12.01
748015;17;31.82;54.6;196.37;73.7;12.56
749653;19;30.73;50.1;196.94;73.6;19.73
751266;19;31.3;52.2;197.3;73.6;1.29
752892;17;33.42;56.3;197.79;73.6;1.51
754556;19;32.02;53.4;199.26;73.7;28.08
756184;18;30.77;52.9;199.29;73.7;28.43
757809;16;35.58;57.7;194.38;73.5;5.57
759403;17;34.55;53.4;194.69;73.5;1.5
761061;19;30.43;49.8;194.95;73.6;1.3
762676;18;33.25;57.8;195.08;73.6;8.65
764203;14;28.07;50.2;194.94;73.5;7.03
765849;18;29.05;50.9;195.54;73.5;26.16
767484;16;28.82;50.0;199.96;73.6;55.36
769129;15;26.18;48.3;204.75;72.9;8.14
770766;16;31.18;53.3;209.71;72.9;0.7
772391;18;33.17;57.8;215.49;73.1;23.29
774005;19;29.38;49.1;220.48;73.2;7.18
775767;19;32.3;52.7;225.24;73.2;6.55
777403;19;36.45;55.8;230.82;73.3;0.72
779092;17;36.58;55.6;208.93;73.1;42.3
780698;17;26.45;43.8;209.41;73.0;10.21
782338;16;32.85;55.3;206.91;73.0;5.36
783941;17;37.52;59.6;184.47;72.7;7.16
785499;17;35.5;55.0;185.66;72.7;1.06
787159;18;34.9;56.2;186.08;72.9;14.69
788828;17;35.75;54.7;187.04;72.9;15.56
790454;17;32.2;52.8;190.94;72.9;10.22
792081;17;28.85;50.0;188.62;72.9;7.29
793732;16;32.55;54.2;186.83;72.9;28.26
795401;16;30.15;64.7;188.63;72.9;29.02
797059;15;28.3;48.1;189.84;72.9;1.51
798698;17;35.48;55.6;188.85;72.9;12.47
800350;18;31.85;54.2;188.87;72.9;1.43
801986;18;30.3;49.4;189.35;73.0;1.07
803801;18;27.38;47.5;189.55;72.9;22.27
805479;18;34.5;52.4;187.57;72.8;1.54
807144;16;34.42;50.5;187.66;73.0;13.57
808845;17;33.02;65.0;186.25;72.7;0.64
810508;17;33.65;52.9;188.45;72.8;6.5
812114;17;32.62;52.9;190.24;72.7;23.27
813748;16;35.0;54.8;189.97;72.7;2.44
815356;16;32.77;54.3;191.05;72.8;22.48
816993;17;30.0;48.5;191.25;72.8;1.23
818636;16;32.12;53.8;192.39;73.0;6.24
820234;16;34.33;54.9;192.71;72.9;6.63
821877;17;35.7;55.5;193.48;72.8;1.47
823695;15;30.55;51.8;192.94;72.9;18.27
825353;15;30.68;49.5;193.09;72.8;1.35
826998;16;30.0;49.3;193.91;72.8;16.25
828659;17;31.6;53.6;194.12;73.0;12.87
830505;17;27.12;46.0;195.58;72.9;4.14
832182;14;33.58;54.2;191.65;72.8;5.8
833893;18;33.92;60.4;191.02;72.9;1.74
835541;17;31.6;52.6;192.03;72.9;4.08
837349;16;29.77;47.6;189.37;72.8;0.94
839098;17;30.35;50.9;189.38;72.8;6.87
840740;16;31.2;48.6;189.39;72.8;15.73
842364;17;30.05;46.7;189.92;72.8;16.84
843999;15;34.52;54.6;184.86;72.7;1.81
845635;16;33.1;50.3;185.06;72.8;27.37
847293;15;29.73;49.8;185.59;72.8;1.46
848961;15;34.35;53.7;184.53;72.8;16.2
850605;18;30.73;48.1;184.08;72.8;16.69
852243;16;31.18;51.9;185.9;72.8;1.22
853873;17;31.25;54.6;185.81;72.9;0.96
855497;18;35.1;56.9;188.8;73.0;26.54
857203;18;30.05;48.1;187.39;72.9;3.02
858977;18;31.8;50.4;187.5;72.9;13.66
860643;19;31.35;51.1;188.53;73.0;0.9
862299;19;33.5;50.5;189.03;73.0;20.78
863918;18;31.25;52.0;186.18;73.0;5.43
865548;16;28.85;48.0;186.51;72.9;6.93
867187;16;31.68;51.1;189.02;72.9;0.93
868945;15;32.08;51.2;189.28;73.0;1.83
870546;15;28.93;47.1;189.62;72.9;10.22
872184;14;37.15;58.6;187.88;72.9;21.74
873785;13;28.68;46.7;187.97;72.8;15.36
875420;15;28.8;49.9;188.1;72.9;0.93
877055;16;32.62;52.8;188.32;72.9;18.28
878707;17;33.8;53.6;188.85;73.0;25.43
880388;17;34.25;57.8;189.43;72.9;4.8
882179;17;32.85;48.8;190.69;72.7;1.04
883841;17;33.25;54.1;190.84;72.8;0.98
885530;18;31.02;53.4;190.98;72.8;41.15
887190;16;28.07;47.7;190.2;72.7;11.25
888823;15;29.52;48.0;192.75;72.8;1.38
890451;15;33.65;53.1;195.24;72.9;28.62
892088;14;25.95;46.5;201.95;73.1;1.12
893740;15;30.25;51.3;205.77;73.1;12.28
895416;16;29.85;48.3;209.29;73.1;1.23
897219;16;30.43;50.3;213.41;73.0;0.93
898958;15;31.55;47.5;199.18;73.0;6.58
900569;15;32.2;54.4;199.32;73.0;5.52
902190;17;30.35;50.0;199.63;72.9;24.03
903860;16;29.68;48.5;199.82;72.9;4.26
905516;17;31.35;49.8;200.18;73.0;0.93
907150;16;34.3;48.7;200.68;73.0;10.03
908882;15;26.8;43.4;201.16;72.9;9.01
910525;14;30.25;44.9;194.55;72.9;16.25
