time(timestamp);cpu-usage-pid(%);cpu-usage-total(%);memory-usage-pid(Bytes);memory-usage-total(%);disk-io-utilization(B/s)
1593318468334;32.1;56.0;239206400;70.1;1163647.89
1593318469938;37.25;60.3;234057728;70.2;31059969.84
1593318471553;33.65;59.7;233738240;70.3;40709497.34
1593318473152;32.85;52.5;235335680;70.3;8659627.46
1593318474735;35.875;60.0;236437504;70.2;1550707.2
1593318476471;32.0;54.0;236924928;70.1;34117330.81
1593318478076;34.95;57.2;238321664;70.2;13650670.85
1593318479661;41.575;62.7;234135552;70.1;2677981.44
1593318481266;37.125;64.3;235397120;70.2;2891845.69
1593318482858;38.475;63.3;235851776;70.4;61703462.24
1593318484447;33.85;55.3;236732416;70.4;4995893.61
1593318485996;35.6;62.1;236785664;70.3;6153777.21
1593318487736;34.225;57.8;232931328;70.3;2218543.03
1593318489444;35.475;58.2;233267200;70.4;33294486.17
1593318491046;32.85;56.8;232574976;70.4;13542954.08
1593318492655;38.35;62.8;234496000;70.4;40668925.02
1593318494258;31.05;53.6;235925504;70.4;21624923.42
1593318495853;37.75;63.6;237244416;70.4;2951802.22
1593318497453;40.45;64.1;243712000;70.7;22299562.34
1593318499067;39.55;61.0;235724800;70.7;36232477.33
1593318500781;31.375;53.4;235520000;70.6;6844998.48
1593318502448;38.775;63.7;214118400;70.4;1228045.98
1593318504056;37.375;59.7;215887872;70.6;1330600.58
1593318505600;36.875;60.6;211599360;70.5;31442767.18
1593318507196;32.125;53.8;213688320;70.5;1741756.07
1593318508789;37.5;58.4;216051712;70.7;1985643.92
1593318510425;39.675;60.5;214732800;70.9;35306879.64
1593318512122;31.2;53.2;217878528;70.9;1200706.02
1593318513736;40.525;65.1;219447296;71.0;16720081.94
1593318515478;33.025;56.7;226988032;71.0;2008652.93
1593318517100;37.25;58.0;223850496;71.1;6874939.33
1593318518898;33.7;56.6;223948800;71.0;1470318.73
1593318520490;42.15;64.6;224858112;71.0;2357320.35
1593318522097;38.475;60.5;227536896;71.2;43930284.34
1593318523732;27.625;47.2;224796672;71.1;10252938.41
1593318525327;39.975;60.3;225562624;71.2;41608342.26
1593318526933;32.025;55.1;226193408;71.1;1515333.77
1593318528542;36.425;58.9;226512896;71.3;2082844.5
1593318530265;33.85;56.3;231723008;71.3;1944174.82
1593318531899;38.35;62.4;240189440;71.4;3287495.65
1593318533522;40.625;65.4;233406464;71.5;78426106.39
1593318535119;22.8;43.1;234008576;71.4;1196386.01
1593318536708;34.55;59.3;235343872;71.4;25064276.87
1593318538307;28.425;49.8;236068864;71.4;28190220.51
1593318539971;32.075;55.7;237273088;71.5;1729206.45
1593318541602;37.375;66.1;233263104;71.4;7243891.35
1593318543213;37.15;58.9;235347968;71.3;1220197.04
1593318544837;36.55;61.4;236433408;71.5;1962776.96
1593318546676;27.125;49.0;237326336;71.3;3559670.45
1593318548284;39.475;63.3;237154304;71.3;2761899.63
1593318549880;38.1;63.2;240205824;71.4;48464033.06
1593318551592;29.6;53.3;247234560;71.3;1465780.08
1593318553243;38.925;60.8;237461504;71.4;31013930.06
1593318554842;31.625;53.8;237596672;71.2;1735214.85
1593318556435;42.875;63.7;216989696;71.1;1637940.33
1593318558243;34.7;59.0;218681344;71.1;1154711.61
1593318559886;37.6;60.2;213786624;71.0;6794640.62
1593318561494;36.65;62.3;215379968;71.2;40226538.24
1593318563090;27.2;54.0;216702976;71.0;10114179.48
1593318564704;38.6;62.8;222908416;71.1;32066235.26
1593318566330;34.125;53.8;223100928;71.1;25690619.65
1593318567952;32.7;57.7;223125504;71.1;1171417.58
1593318569613;41.5;65.5;224034816;71.2;2208440.6
1593318571223;38.7;63.0;230776832;71.3;2606951.23
1593318572844;38.125;65.2;226705408;71.4;8576688.88
1593318574859;33.325;52.9;227676160;71.3;1917367.32
1593318576493;40.25;66.3;227794944;71.4;3462107.35
1593318578059;34.0;58.2;228786176;71.3;31790242.47
1593318579690;31.0;55.7;235139072;71.2;21969186.04
1593318581314;34.125;56.5;226193408;71.1;29098576.05
1593318582924;31.55;59.6;228130816;71.1;10902313.5
1593318584640;40.675;62.9;228192256;71.2;15035482.42
1593318586327;33.35;61.1;228675584;71.2;18121425.51
1593318588035;36.25;59.9;231415808;71.3;2015027.86
1593318589705;38.55;60.0;227090432;71.3;7226833.5
1593318591496;35.425;56.9;228884480;71.1;2231597.41
1593318593102;37.85;61.9;227704832;71.3;34342285.83
1593318594733;41.825;67.0;223428608;71.2;40814650.54
1593318596347;31.55;55.4;224026624;71.1;6064900.92
1593318598063;34.775;58.2;225632256;71.1;29275752.41
1593318599701;33.575;58.4;225652736;71.1;2478063.8
1593318601306;35.675;62.2;231612416;71.2;1862298.25
1593318603171;32.775;59.9;226766848;71.2;1462201.23
1593318604782;36.9;60.9;225107968;71.3;1440791.23
1593318606402;38.225;63.5;226983936;71.6;37871636.76
1593318608014;27.175;48.8;227012608;71.3;1840805.52
1593318609657;38.1;63.1;224628736;71.4;33202515.19
1593318611252;30.875;52.9;224985088;71.4;31972327.41
1593318612872;33.9;58.9;224468992;71.4;1429011.56
1593318614490;39.9;61.9;224919552;71.4;17666886.43
1593318616128;37.5;59.4;220839936;71.3;28379010.81
1593318617734;35.9;61.5;222429184;71.3;17421620.34
1593318619610;25.825;49.0;224043008;71.3;1441593.49
1593318621247;32.625;60.0;226627584;71.4;31929777.36
1593318622895;31.6;55.2;226844672;71.3;27413190.0
1593318624520;29.575;53.7;227127296;71.2;1894746.89
1593318626122;37.75;61.0;228048896;71.4;2244328.44
1593318627747;38.225;64.1;228458496;71.6;15397223.62
1593318629616;31.25;56.4;231473152;71.5;19147613.46
1593318631252;40.875;64.6;229134336;71.4;1818959.34
1593318632856;38.575;64.9;228716544;71.4;11106881.56
1593318634427;34.15;63.0;230965248;71.5;6528261.48
1593318636041;29.625;51.5;231116800;71.4;1180189.12
1593318637680;40.225;63.0;228024320;71.5;4576438.13
1593318639305;39.9;62.6;228810752;71.6;47158003.84
1593318640979;26.175;46.0;227627008;71.4;25167150.51
1593318642595;34.225;60.4;228323328;71.5;6452580.37
1593318644189;36.75;59.8;228814848;71.6;30121262.56
1593318645807;29.325;49.4;233132032;71.7;2836100.05
1593318647512;42.675;64.0;231211008;71.6;15452421.7
1593318649137;37.975;64.8;230891520;71.6;2315390.79
1593318650744;35.7;58.8;233672704;71.7;63378206.31
1593318652352;28.15;49.8;233836544;71.6;8729403.71
1593318654083;34.925;57.1;233963520;71.6;1634627.53
1593318655703;43.225;64.0;229785600;71.6;38380092.49
1593318657298;29.15;54.4;230502400;71.6;2148310.48
1593318658943;35.15;61.8;230051840;71.7;18122761.06
1593318660573;32.925;60.9;231821312;71.8;1392090.68
1593318662209;41.175;65.2;232386560;72.0;42707886.18
1593318663807;24.25;48.2;234389504;71.8;11587961.3
1593318665449;38.575;65.2;232599552;71.8;2005218.12
1593318667198;31.475;55.0;232841216;71.9;36092879.25
1593318668814;28.875;51.0;233164800;71.8;1408352.22
1593318670435;40.15;59.7;234070016;71.8;2903223.66
1593318672085;40.325;62.5;225214464;71.7;38113113.75
1593318673691;36.525;59.4;227540992;71.9;5029155.95
1593318675614;31.25;54.9;227627008;71.8;23573034.96
1593318677252;32.7;54.9;228753408;71.9;1999662.98
1593318678875;39.9;62.6;228814848;71.8;34677726.89
1593318680513;28.325;55.1;233676800;71.9;13309322.37
1593318682133;36.775;61.5;229724160;71.8;2261902.0
1593318683752;38.6;64.8;231104512;71.9;1174780.64
1593318685764;32.55;53.2;231460864;71.8;8858973.38
1593318687369;35.7;57.7;232673280;71.9;36411216.67
1593318688993;34.85;56.1;232603648;71.9;9094035.8
1593318690628;35.1;55.4;237191168;71.9;7148052.25
1593318692407;30.7;53.3;232521728;71.8;11844238.59
1593318693997;37.25;60.7;233336832;71.8;5340396.93
1593318695610;34.2;61.1;233447424;71.8;56411343.64
1593318697204;27.475;50.2;235163648;71.8;10853530.75
1593318698810;33.725;58.4;205438976;71.8;1094184.56
1593318700419;36.9;66.7;195846144;71.1;12113209.9
1593318702298;32.925;54.5;196993024;71.1;1924355.65
1593318703913;36.05;59.0;197689344;71.2;1825581.88
1593318705524;41.275;62.3;198533120;71.4;6256885.39
1593318707210;36.325;60.6;201539584;71.4;9332445.28
1593318709063;31.575;51.9;199618560;71.2;16402473.85
1593318710670;34.95;58.0;199192576;71.2;26521659.39
1593318712309;35.7;59.1;199020544;71.3;17673044.81
1593318713936;36.55;58.5;200859648;71.2;13942087.96
1593318715532;35.55;59.9;200577024;71.2;2599973.9
1593318717177;41.5;65.6;198606848;71.3;31405728.0
1593318718804;34.125;58.4;199012352;71.2;1124676.87
1593318720659;34.325;55.4;199823360;71.2;17364055.12
1593318722282;33.175;55.2;200237056;71.1;15570037.92
1593318723901;37.25;61.7;201756672;71.1;1634039.18
1593318725604;39.425;61.3;202039296;71.1;2169823.43
1593318727220;37.375;60.1;202801152;71.3;1146504.86
1593318728831;39.325;64.3;201781248;71.3;32697553.57
1593318730456;27.65;52.1;202690560;71.1;3995000.57
1593318732087;37.125;65.4;204898304;71.1;25383475.97
1593318733731;33.8;56.9;195887104;71.1;2087500.26
1593318735342;38.125;63.5;196558848;71.2;2033574.37
1593318736882;30.55;54.2;197169152;71.1;1122404.34
1593318738516;37.025;60.3;197603328;71.2;2693264.34
1593318740134;38.225;62.4;199340032;71.3;3983926.05
1593318742134;28.9;55.7;199843840;71.1;10429628.3
1593318743762;33.175;58.0;198971392;71.1;41914289.04
1593318745380;30.775;53.0;199864320;71.1;24064313.34
1593318746998;34.475;63.7;200425472;71.0;18539277.64
1593318748628;36.775;60.5;192319488;70.9;12087449.17
1593318750225;39.55;58.2;193773568;70.9;2520321.7
1593318751843;36.9;59.3;194514944;71.0;2867955.91
1593318753754;32.575;54.0;195780608;71.0;10128098.2
1593318755340;35.05;56.3;198660096;70.9;31337263.58
1593318756999;34.45;60.4;205705216;71.0;11093149.74
1593318758629;33.8;56.2;197824512;71.0;25706647.29
1593318760250;37.15;57.9;196841472;71.0;1789947.65
1593318761874;39.175;64.1;198168576;71.1;47616492.51
1593318763486;31.775;54.0;199356416;71.2;1927423.03
1593318765085;37.875;61.3;200314880;71.2;25229572.55
1593318766736;35.95;54.8;197566464;71.2;18360596.2
1593318768336;31.8;53.0;199995392;71.2;4745542.75
1593318769894;37.625;62.1;200605696;71.3;21201361.36
1593318771607;35.9;59.7;201396224;71.4;1723622.79
1593318773192;43.65;67.2;200450048;71.3;42534702.4
1593318774798;33.325;55.8;204873728;71.2;1935647.53
1593318776425;41.575;64.2;214589440;71.4;1429425.1
1593318778087;38.775;61.8;204472320;71.4;31319217.94
1593318779700;35.925;60.8;205299712;71.5;8647498.61
1593318781273;32.925;56.3;205717504;71.3;1783943.96
1593318782900;38.7;62.5;206573568;71.4;34619245.32
1593318784554;30.65;57.4;207233024;71.3;23907831.4
1593318786185;31.725;57.6;208535552;71.3;1117493.14
1593318787750;35.0;58.9;213262336;71.4;1763997.7
1593318789396;38.675;60.0;204976128;71.4;2607919.63
1593318791034;37.025;60.0;206680064;71.4;7900510.6
1593318792544;30.675;57.5;208351232;71.3;13106255.04
1593318794156;38.125;62.6;209526784;71.4;1519067.16
1593318795769;38.1;57.8;210001920;71.5;10661964.56
1593318797658;26.65;49.0;212279296;71.3;12715297.47
1593318799247;29.4;51.8;217157632;71.4;14094238.58
1593318800857;34.7;58.5;224014336;71.4;32782522.19
1593318802505;32.55;63.5;230301696;71.4;5290769.62
1593318804114;33.75;57.2;237522944;71.5;36485590.79
1593318805729;30.575;54.2;244080640;71.5;3549486.72
1593318807359;39.425;63.0;251637760;71.7;33443098.29
1593318808981;32.45;55.8;257589248;71.7;1572375.59
1593318810617;35.025;58.5;264876032;71.8;1903707.0
1593318812431;39.225;59.6;223911936;71.2;33659271.58
1593318814045;30.6;48.4;224976896;71.2;1669356.23
1593318815643;38.975;62.9;225611776;71.4;1839662.93
1593318817245;37.375;63.4;226181120;71.6;26146551.17
1593318818869;34.375;59.2;227364864;71.6;5279962.4
1593318820390;27.05;48.9;228188160;71.6;2054394.18
1593318821996;36.175;58.3;229621760;71.6;48495956.64
1593318823604;30.075;56.7;232828928;71.6;20158044.17
1593318825231;34.625;59.9;234115072;71.5;20085501.08
1593318826836;34.95;58.9;212271104;71.3;1150050.67
1593318828435;37.75;60.0;214810624;71.4;2203020.76
1593318830056;36.55;62.9;215298048;71.5;1708498.18
1593318831911;31.575;53.7;215519232;71.5;27907618.64
1593318833565;33.95;58.0;216264704;71.5;1324737.79
1593318835176;34.95;59.3;217485312;71.6;13136482.8
1593318836810;32.6;56.0;207187968;71.4;15929248.76
1593318838544;34.475;57.3;207945728;71.4;2371151.37
1593318840148;38.85;64.0;209113088;71.4;41528794.93
1593318841781;31.0;54.2;209166336;71.3;1158896.24
1593318843425;37.85;64.5;209223680;71.5;22867606.75
1593318845051;29.75;53.7;210010112;71.4;29458694.96
1593318846678;33.9;55.1;214163456;71.5;15472821.63
1593318848373;34.725;59.3;207429632;71.4;1760124.5
1593318850005;44.525;67.4;208449536;71.5;33576573.7
1593318851642;33.175;54.4;208572416;71.5;23905597.79
1593318853241;35.925;59.5;209084416;71.4;8450649.03
1593318854888;32.375;55.8;210001920;71.3;1834108.35
1593318856503;38.125;62.8;201961472;71.3;28468522.3
1593318858112;35.9;55.9;201269248;71.4;1125852.5
1593318859942;31.8;49.9;201256960;71.4;4145208.24
1593318861688;36.475;61.1;202940416;71.2;24898919.73
1593318863337;33.025;58.1;198500352;71.1;1752659.47
1593318864952;38.6;62.2;198615040;71.1;1121309.51
1593318866576;41.1;64.0;199897088;71.3;8372312.31
1593318868208;37.6;60.1;199929856;71.3;40462180.35
1593318869797;32.675;58.4;200105984;71.1;9840885.26
1593318871454;37.975;60.0;198291456;71.1;33810052.75
1593318873070;33.65;55.5;197353472;71.1;1227138.22
1593318874702;36.775;60.0;198885376;71.2;1531647.48
1593318876476;33.975;55.9;192421888;71.1;21819946.35
1593318878091;41.525;69.9;194199552;71.0;26861188.93
1593318879688;29.15;52.9;195330048;70.9;22411906.66
1593318881300;36.9;60.6;196026368;70.9;26205795.79
1593318882910;33.25;56.4;196907008;70.9;818616.41
1593318884532;38.95;61.0;198012928;71.1;26203072.99
1593318886143;30.825;58.0;197640192;70.9;1752924.98
1593318887763;37.5;61.3;199503872;71.0;17838115.54
1593318889383;39.675;61.6;199680000;70.9;1222005.38
1593318891032;39.775;62.0;200146944;71.1;33567183.23
1593318892649;29.075;49.7;202063872;70.9;1974404.88
1593318894284;35.1;61.1;200175616;71.0;38318124.31
1593318895870;35.05;57.3;200916992;70.9;18234815.15
1593318897572;34.4;62.0;201973760;71.0;19242214.32
1593318899210;34.525;62.2;202207232;71.0;1101853.2
1593318900842;37.25;61.5;203362304;71.0;2214434.57
1593318902480;41.175;63.5;198070272;71.0;1502699.98
1593318904330;31.8;53.4;198995968;71.0;1665950.26
1593318905937;41.25;64.9;199901184;71.1;6525052.63
1593318907538;35.2;59.6;200024064;71.1;17931502.6
1593318909072;28.825;51.3;200208384;71.0;1723209.0
1593318910707;42.075;62.6;197468160;71.1;34450961.88
1593318912314;33.975;54.9;197488640;71.1;1803646.43
1593318913921;36.175;61.1;199184384;71.1;1118109.38
1593318915711;33.9;54.2;198475776;71.0;15068579.54
1593318917336;34.625;60.4;199344128;71.0;22632789.58
1593318918948;41.525;63.3;196575232;70.9;34087336.92
1593318920591;29.05;51.2;197038080;70.9;25414165.51
1593318922203;34.0;56.8;198164480;70.9;1196084.27
1593318923813;34.45;59.5;198238208;71.0;37585914.01
1593318925438;28.6;51.5;198389760;71.0;1804714.64
1593318927041;35.7;57.1;194973696;71.0;1870312.07
1593318928656;35.45;61.8;197390336;71.2;3781236.44
1593318930266;35.425;57.7;197013504;71.3;68496243.87
1593318931900;30.25;52.1;198729728;71.2;1109555.53
1593318933511;34.45;57.5;199151616;71.3;37801307.29
1593318935138;33.65;56.1;195575808;71.1;22396593.34
1593318936749;33.25;56.0;197754880;71.1;9082848.84
1593318938345;33.575;50.0;198279168;71.3;17591396.41
1593318939982;29.275;54.3;198889472;71.3;27528196.38
1593318941600;32.2;55.0;199163904;71.2;11126421.1
1593318943257;36.55;61.7;202653696;71.3;24810120.1
1593318944916;37.5;59.2;198541312;71.3;10894984.89
1593318946520;40.2;62.4;200437760;71.4;25711474.36
1593318948128;29.85;52.8;201048064;71.3;1171410.31
1593318949773;34.9;56.8;201179136;71.5;2266741.42
1593318951421;34.275;59.2;201826304;71.7;2520089.62
1593318953046;39.9;62.2;198123520;71.8;5183050.11
1593318955060;28.475;45.8;199434240;71.8;1113183.83
1593318956676;37.15;56.9;199483392;71.9;38636275.33
1593318958307;32.6;59.9;200003584;71.9;1512180.17
1593318960027;32.525;55.6;201089024;72.0;2012737.41
1593318961779;35.5;57.5;199966720;72.0;16018616.62
1593318963412;38.8;64.7;201207808;72.1;32461071.49
1593318965050;29.075;53.6;202432512;72.0;1640323.66
1593318966666;37.25;60.4;202792960;72.2;24237936.89
1593318968304;35.95;56.7;202833920;72.3;25940968.3
1593318969923;32.775;53.7;198246400;72.3;10659964.94
1593318971578;31.125;53.7;199118848;72.4;9940399.11
1593318973196;38.95;62.3;199962624;72.4;23404020.19
1593318974809;27.175;46.6;200077312;72.4;21747568.78
1593318976416;33.5;56.7;200105984;72.5;1605823.19
1593318978085;39.725;61.1;193523712;72.6;1314868.33
1593318979704;40.55;62.6;194355200;72.8;24900896.66
1593318981595;33.25;52.1;194498560;72.8;10289729.17
1593318983210;39.675;59.6;195649536;72.9;27356582.44
1593318984836;35.575;55.5;195821568;72.8;1054411.71
1593318986472;35.1;56.4;196227072;73.0;1039328.98
1593318988058;36.025;62.9;197496832;73.1;20261219.16
1593318989669;33.25;58.7;197697536;73.1;8543316.4
1593318991299;30.05;50.2;199745536;73.2;36438666.83
1593318992925;32.7;52.5;200073216;73.1;1559223.89
1593318994540;32.2;52.4;205586432;73.3;802547.79
1593318996192;41.525;61.7;198623232;73.4;30434717.07
1593318997820;32.7;51.8;200216576;73.3;1641252.66
1593318999443;35.825;61.0;200491008;73.5;23403051.23
1593319001075;33.425;50.8;200826880;73.6;30637060.88
1593319002683;31.55;56.9;200921088;73.6;15881575.43
1593319004302;33.9;54.7;202842112;73.7;14161523.44
1593319005946;39.3;64.1;203087872;73.8;8906543.21
1593319007568;35.325;58.5;202715136;73.8;31202481.3
1593319009182;32.5;54.0;202838016;73.8;1649136.88
1593319010811;34.625;57.7;203214848;73.9;16722655.89
1593319012427;34.375;56.5;204083200;73.9;35483799.82
1593319014076;31.45;53.6;205586432;73.8;22496672.79
1593319015719;33.8;56.4;201711616;73.7;9269639.45
1593319017320;35.2;57.0;202162176;73.8;1900824.64
1593319018929;35.675;58.7;202321920;73.8;15061689.4
1593319020783;29.675;50.2;202457088;73.7;2710185.75
1593319022428;36.55;58.0;192630784;73.7;7269128.63
1593319024075;37.875;58.7;193015808;73.8;1964787.61
1593319025699;37.5;60.3;193155072;73.9;786312.17
1593319027577;28.325;47.8;193638400;73.8;8917517.78
1593319029198;35.825;60.3;191569920;73.8;3095735.16
1593319030845;34.75;58.1;193126400;73.9;34284278.53
1593319032464;31.725;47.6;193441792;73.9;19004603.26
1593319034068;29.85;48.9;192708608;73.9;1019420.49
1593319035705;33.425;55.7;194711552;73.9;17744727.59
1593319037338;29.525;52.0;194289664;73.9;7086980.16
1593319039007;29.9;51.2;195862528;73.7;1830518.07
1593319040716;28.225;49.0;196161536;73.7;1306681.71
1593319042337;36.55;57.2;197672960;73.9;32252966.13
1593319043942;27.2;47.6;197693440;73.7;14464712.35
1593319045583;30.0;55.1;199905280;73.7;1669334.87
1593319047218;37.75;56.7;197369856;73.8;1718683.63
1593319048860;38.075;61.9;198348800;74.0;1872366.49
1593319050478;33.425;52.8;198840320;74.1;12415199.9
1593319052426;29.45;51.9;199053312;73.8;8386710.55
1593319054061;36.65;59.3;193859584;73.8;33245992.32
1593319055688;28.375;49.3;194977792;73.7;1097359.51
1593319057335;34.45;57.7;195780608;73.8;21178412.62
1593319058924;35.65;56.5;195604480;73.8;1843776.01
1593319060514;36.525;60.5;196104192;73.7;31895266.18
1593319062158;32.875;54.0;198483968;73.7;1923860.33
1593319063853;38.975;61.5;197689344;73.7;4882934.65
1593319065533;32.5;55.2;198135808;73.7;1044299.96
1593319067110;37.35;60.2;199446528;73.7;1614932.88
1593319068729;31.25;53.1;199643136;73.7;29010059.14
1593319070383;30.675;50.0;199745536;73.6;1630205.67
1593319072049;37.975;59.6;195203072;73.8;33464216.11
1593319073672;28.85;50.0;197103616;73.7;7617385.4
1593319075304;32.125;54.4;197312512;73.7;1682843.96
1593319076945;36.675;64.6;194904064;73.8;29228718.32
1593319078695;32.6;51.9;194228224;73.8;1732260.85
1593319080326;35.825;57.5;194854912;73.8;4191505.75
1593319081948;34.375;55.9;195686400;73.8;2351736.46
1593319083621;38.075;60.1;195784704;73.7;14051164.51
1593319085428;31.25;53.6;195174400;73.7;1409889.6
1593319087046;36.425;58.3;197222400;73.7;31644285.35
1593319088698;33.025;55.3;202149888;73.7;16538137.1
1593319090368;36.925;60.4;200822784;73.7;1862836.04
1593319092032;40.325;62.1;201064448;73.8;1671878.52
1593319093643;36.875;62.3;201256960;73.8;23674558.23
1593319095269;31.725;54.2;201564160;73.8;4629986.91
1593319097147;28.525;46.7;201527296;73.8;1628104.93
1593319098783;33.9;56.6;202616832;73.9;35162191.48
1593319100459;34.475;56.7;207273984;73.8;1313828.92
1593319102128;36.8;58.0;212594688;73.8;994937.39
1593319103756;37.85;60.0;218853376;74.0;1093568.36
1593319105397;31.675;55.8;224468992;74.1;27531051.47
1593319107067;27.35;53.2;228847616;73.9;5840990.11
1593319108705;37.15;58.0;234225664;73.9;1592865.98
1593319110330;33.9;55.4;239960064;74.1;1236315.24
1593319111970;36.175;55.1;210923520;73.6;1552100.12
1593319113784;28.025;47.2;211578880;73.5;1600601.15
1593319115412;33.325;52.6;212656128;73.7;1921132.93
1593319117033;36.175;61.0;212934656;73.8;54695002.47
1593319118663;26.9;45.4;213737472;73.6;987596.52
1593319120279;34.225;54.1;214224896;73.7;1679171.6
1593319121899;34.85;61.7;214638592;73.8;30770466.8
1593319123604;25.225;40.4;215789568;73.7;1246117.1
1593319125265;29.25;46.8;217735168;73.8;1154492.81
1593319126919;37.975;57.9;204603392;73.7;13427328.46
1593319128498;31.675;50.7;204668928;73.7;1329638.03
1593319130210;31.125;52.0;206348288;73.7;1495525.46
1593319131849;33.8;55.7;207339520;73.7;23611148.96
1593319133472;33.5;54.1;208019456;73.7;10517436.8
1593319135220;34.375;51.0;196366336;73.5;7757250.89
1593319136876;36.1;62.1;196431872;73.5;1521269.14
1593319138473;32.025;52.9;196825088;73.6;40963708.24
1593319140130;28.55;49.5;197464064;73.6;1804550.58
1593319141750;34.225;54.6;197468160;73.7;945802.98
1593319143317;33.925;53.7;194383872;73.8;1546884.84
1593319144940;31.775;49.2;194551808;73.8;41309389.5
1593319146583;28.075;48.8;194932736;73.6;16570094.35
1593319148235;30.7;51.7;195035136;73.6;1356038.14
1593319149854;31.5;50.1;195760128;73.7;23081884.55
1593319151576;29.325;46.6;196919296;73.7;12009930.29
1593319153232;31.825;54.6;196374528;73.7;12560249.27
1593319154870;30.725;50.1;196935680;73.6;19734135.69
1593319156483;31.3;52.2;197304320;73.6;1289731.38
1593319158109;33.425;56.3;197787648;73.6;1510982.64
1593319159773;32.025;53.4;199258112;73.7;28080492.11
1593319161401;30.775;52.9;199290880;73.7;28434433.3
1593319163026;35.575;57.7;194383872;73.5;5573391.57
1593319164620;34.55;53.4;194686976;73.5;1500952.88
1593319166278;30.425;49.8;194949120;73.6;1297201.47
1593319167893;33.25;57.8;195084288;73.6;8647861.51
1593319169420;28.075;50.2;194936832;73.5;7028192.02
1593319171066;29.05;50.9;195543040;73.5;26159165.66
1593319172701;28.825;50.0;199958528;73.6;55355387.66
1593319174346;26.175;48.3;204754944;72.9;8144823.12
1593319175983;31.175;53.3;209707008;72.9;696164.69
1593319177608;33.175;57.8;215490560;73.1;23285376.45
1593319179222;29.375;49.1;220475392;73.2;7175507.24
1593319180984;32.3;52.7;225243136;73.2;6546213.82
1593319182620;36.45;55.8;230817792;73.3;717290.48
1593319184309;36.575;55.6;208932864;73.1;42297107.55
1593319185915;26.45;43.8;209412096;73.0;10209014.42
1593319187555;32.85;55.3;206913536;73.0;5359752.46
1593319189158;37.525;59.6;184471552;72.7;7162455.24
1593319190716;35.5;55.0;185663488;72.7;1064589.42
1593319192376;34.9;56.2;186081280;72.9;14692102.83
1593319194045;35.75;54.7;187043840;72.9;15555921.31
1593319195671;32.2;52.8;190939136;72.9;10221644.24
1593319197298;28.85;50.0;188620800;72.9;7286109.39
1593319198949;32.55;54.2;186834944;72.9;28259468.37
1593319200618;30.15;64.7;188633088;72.9;29020115.97
1593319202276;28.3;48.1;189837312;72.9;1512583.66
1593319203915;35.475;55.6;188846080;72.9;12467422.76
1593319205567;31.85;54.2;188874752;72.9;1432401.04
1593319207203;30.3;49.4;189353984;73.0;1074875.35
1593319209018;27.375;47.5;189546496;72.9;22266690.25
1593319210696;34.5;52.4;187572224;72.8;1542566.99
1593319212361;34.425;50.5;187662336;73.0;13569808.96
1593319214062;33.025;65.0;186245120;72.7;638938.24
1593319215725;33.65;52.9;188448768;72.8;6504740.22
1593319217331;32.625;52.9;190238720;72.7;23274514.11
