timestamp(ms);elapse-time(ms);tx-load
45867;483;16
46009;608;14
46019;542;14
46102;550;10
46190;565;11
46196;568;11
46280;494;10
46366;505;10
46680;666;14
46771;676;12
46860;676;12
47017;818;15
47026;752;14
47103;742;15
47181;606;15
47187;609;15
47268;503;13
47341;489;15
47487;465;16
47562;465;15
47634;457;16
47774;584;12
47783;523;11
47864;528;11
47941;531;12
47948;535;12
48052;496;11
48162;534;11
48334;556;13
48423;564;13
48514;578;11
48689;737;13
48697;655;11
48783;629;12
48857;611;12
48862;612;12
48940;523;11
49160;652;13
49315;623;15
49399;622;14
49474;623;11
49607;742;13
49615;681;13
49718;563;13
49831;594;13
49837;597;13
49943;551;12
50033;564;13
50194;584;16
50279;572;17
50366;542;14
50512;669;14
50521;582;13
50602;578;13
50674;559;13
50682;564;13
50768;495;13
50847;486;12
51002;487;12
51075;480;12
51163;496;13
51445;758;12
51456;694;12
51562;722;11
51650;731;13
51657;736;13
51759;689;13
51859;702;15
52051;601;16
52138;583;17
52212;569;15
52346;686;17
52354;602;16
52442;589;15
52522;576;14
52528;579;14
52609;478;13
52686;480;14
52827;477;13
52903;466;15
52976;459;13
53121;590;11
53135;531;11
53242;564;12
53331;578;12
53340;584;12
53440;542;10
53537;566;12
53714;587;14
53798;562;14
53871;546;14
54045;702;14
54054;622;14
54138;607;13
54209;594;13
54215;597;14
54295;503;13
54364;498;13
54503;455;13
54579;447;15
54649;443;15
54804;586;12
54816;527;11
54923;564;12
55013;584;12
55020;588;12
55119;546;10
55209;566;13
55385;577;14
55477;565;15
55548;542;14
55680;656;13
55691;578;12
55773;570;13
55848;554;13
55854;556;13
55940;470;13
56015;473;12
56193;510;13
56273;505;13
56349;507;13
56489;631;11
56500;565;10
56601;593;12
56707;620;12
56718;628;12
56823;557;11
56919;575;13
57103;610;13
57191;602;13
57264;564;13
57400;676;12
57409;595;11
57484;573;11
57673;661;13
57680;665;13
57820;634;13
57894;636;12
58057;654;12
58133;654;13
58222;555;13
58417;734;14
58429;614;13
58531;642;13
58625;649;13
58631;652;13
58745;617;14
58847;632;15
58998;576;16
59075;552;15
59155;537;15
59288;654;13
59297;559;13
59382;541;12
59455;535;13
59462;537;13
59543;474;12
59616;467;12
59774;482;12
59950;574;12
60058;608;11
60238;773;13
60250;713;13
60351;740;14
60438;753;15
60445;757;15
60533;595;13
60612;562;14
60763;520;15
60844;499;16
60915;483;17
61051;602;17
61061;534;16
61141;534;13
61214;532;12
61221;536;13
61296;458;12
61368;456;11
61509;454;12
61606;471;11
61750;542;11
61928;704;11
61939;648;11
62031;668;11
62114;680;11
62121;684;11
62348;751;15
62431;690;15
62577;644;17
62653;627;15
62734;626;14
62871;747;14
62881;540;12
62957;531;13
63036;531;13
63041;533;14
63123;476;12
63203;475;13
63484;609;13
63572;621;13
63663;633;11
63851;806;15
63861;743;13
63956;758;16
64030;666;15
64037;669;15
64116;551;14
64187;531;15
64328;473;15
64409;460;15
64483;458;16
64614;573;16
64622;511;15
64707;525;12
64786;531;12
64792;532;13
64873;469;11
64950;473;10
65142;525;11
65233;534;12
65323;542;13
65495;700;13
65505;638;12
65604;660;13
65686;656;14
65705;672;14
65791;564;13
65864;544;14
66006;507;15
66084;487;16
66166;486;15
66303;594;15
66312;526;14
66391;533;12
66474;542;12
66480;545;13
66568;491;12
66649;489;11
66842;535;11
66936;551;13
67024;555;13
67218;735;13
67228;666;13
67320;677;13
67399;665;14
67405;667;14
67485;558;14
67561;544;14
67713;492;15
67790;476;15
67869;476;16
68005;597;15
68016;537;14
68097;542;12
68171;539;12
68177;542;12
68269;485;10
68348;484;10
68563;553;10
68655;563;12
68757;590;10
69042;861;15
69051;788;14
69133;791;15
69210;773;15
69216;773;15
69297;648;14
69370;620;13
69524;478;14
69598;472;15
69675;471;16
69838;618;18
69849;557;16
69923;558;17
69998;554;13
70003;556;12
70093;501;11
70201;532;10
70377;535;13
70466;548;13
70551;559;13
70805;798;15
70815;729;13
70895;701;15
70974;692;15
70980;695;15
71063;603;14
71135;590;13
71282;473;15
71350;461;15
71429;460;16
71566;583;16
71574;516;15
71649;520;15
71726;520;12
71734;524;12
71837;493;11
71951;528;11
72140;571;13
72230;587;13
72317;597;12
72477;740;13
72485;656;11
72579;634;11
72653;604;12
72664;611;12
72754;530;11
72832;522;11
72985;505;12
73215;642;13
73293;646;11
73447;781;12
73459;711;12
73586;759;12
73685;778;14
73692;783;14
73805;596;14
73900;614;13
74084;633;16
74168;590;16
74247;572;15
74384;687;16
74393;595;15
74537;642;13
74612;623;13
74619;622;13
74703;541;13
74788;545;13
74926;538;13
74997;466;11
75078;470;13
75248;626;12
75275;579;11
75383;600;12
75478;622;11
75484;625;11
75579;587;11
75689;618;13
75865;611;14
75938;562;15
76016;545;14
76158;670;15
76167;592;13
76247;563;14
76324;539;13
76329;541;13
76412;479;13
76484;478;12
76644;482;13
76718;477;13
76802;484;13
76994;662;11
77006;599;11
77115;637;12
77202;649;11
77209;653;11
77298;585;10
77427;632;13
77601;603;16
77675;567;14
77758;563;14
77897;683;14
77906;614;13
77999;579;14
78080;559;13
78086;563;13
78163;493;13
78242;492;11
78390;489;13
78471;477;14
78546;472;13
78735;645;11
78746;589;11
78843;607;12
78946;636;12
78953;638;11
79044;579;11
79137;597;13
79304;564;15
79403;566;15
79482;543;14
79619;662;13
79628;589;11
79709;578;12
79798;573;12
79804;576;12
79894;497;11
79967;491;12
80228;605;11
80322;618;12
80448;655;11
80613;806;13
80622;733;13
80726;764;15
80834;679;14
80841;683;14
80942;631;14
81029;589;14
81173;557;16
81246;524;16
81320;492;16
81474;630;16
81483;551;15
81563;540;13
81635;535;11
81641;539;12
81724;483;12
81906;592;12
82062;585;11
82178;621;12
82277;647;11
82457;812;16
82467;748;14
82558;657;13
82651;673;14
82658;677;14
82752;583;14
82829;560;14
82974;514;15
83045;492;16
83120;476;17
83252;590;15
83261;516;15
83343;520;12
83418;520;12
83425;524;12
83511;471;12
83587;472;11
83761;506;10
83870;534;10
83973;562;10
84284;855;14
84295;789;12
84388;808;14
84480;823;16
84488;828;16
84575;711;14
84652;685;15
84809;522;15
84885;502;16
84961;487;17
85104;610;16
85114;544;16
85208;561;15
85283;559;16
85289;561;13
85367;488;11
85438;483;11
85612;504;12
85820;618;13
85919;643;11
86073;781;13
86086;724;13
86184;751;14
86266;756;15
86272;756;15
86361;553;14
86441;530;13
86587;507;15
86664;486;15
86745;486;17
86889;612;16
86897;543;16
86982;547;12
87064;552;13
87072;557;13
87155;497;11
87229;492;11
87419;528;13
87515;538;14
87607;548;14
87772;696;13
87783;633;12
87877;654;13
87960;653;14
87967;656;14
88052;545;14
88122;521;13
88267;490;15
88353;483;16
88427;473;14
88561;591;15
88570;524;14
88648;532;11
88726;540;12
88734;545;12
88820;473;12
88912;491;10
89106;542;11
89201;559;13
89287;566;12
89460;721;13
89472;657;13
89571;665;13
89653;660;14
89662;665;14
89755;559;14
89833;553;13
89978;513;15
90053;488;15
90122;475;16
90291;625;15
90301;552;14
90394;567;12
90472;570;12
90479;574;13
90564;516;11
90645;529;10
90859;562;10
90944;555;11
91045;579;11
91221;739;11
91231;673;11
91479;840;15
91562;799;16
91569;802;16
91658;718;15
91730;692;15
91886;662;17
91961;488;14
92041;485;15
92185;612;15
92193;541;15
92274;549;16
92344;540;15
92351;544;15
92426;471;11
92514;478;10
92812;624;14
92910;643;11
92999;659;11
93171;816;15
93181;760;13
93272;764;15
93345;734;16
93351;736;16
93430;524;14
93506;512;14
93642;467;14
93720;454;15
93809;470;16
93953;599;17
93961;538;12
94043;543;12
94118;545;13
94123;547;13
94201;487;13
94283;479;12
94403;447;13
94503;465;13
94586;474;12
94592;396;12
94681;405;10
94773;277;8
94875;294;8
94955;280;9
95166;394;6
95171;302;5
95252;89;4
95336;87;4
